"y","x","t"
-0.9596245,-2,1
-0.9596245,33,0
-0.1863299,39,0
-0.4072712,15,0
-0.2415652,24,1
0.1174644,27,0
0.6422,30,0
0.7802883,57,1
0.227935,65,0
-0.9596245,-2,1
0.6422,39,0
0.6422,61,0
0.7802883,65,0
-0.7939185,27,0
0.5317293,79,0
2.244025,54,0
-0.2691829,11,1
-0.3520359,3,0
0.7802883,51,0
-0.0206239,-13,1
-0.1034769,42,0
0.6422,74,0
1.1117,74,0
0.4212587,36,0
2.244025,74,0
0.6422,79,0
4.011555,103,0
0.7802883,57,1
0.310788,39,1
0.227935,18,1
0.1174644,42,1
-0.0482416,48,0
-0.9596245,3,0
0.5317293,45,0
-0.7110655,7,1
0.4212587,45,0
0.6422,93,0
-0.9596245,3,1
0.4212587,61,1
-1.622448,-143,0
0.6422,36,0
-0.3520359,7,0
-1.871007,24,0
-0.1863299,39,1
-2.230037,-13,1
-0.6558302,18,0
-0.5729772,11,0
0.0346114,30,0
-0.0482416,65,0
0.5317293,57,0
-0.1034769,45,1
-0.1863299,36,0
0.227935,45,0
-0.7110655,18,0
-0.3520359,18,0
0.7802883,69,0
-0.7939185,30,0
-1.291036,-2,1
-1.208183,18,1
-0.4072712,24,0
2.244025,33,0
-0.5729772,11,1
-0.3520359,51,0
-0.5729772,45,0
0.0346114,18,1
0.227935,36,0
0.310788,45,0
0.9183766,74,0
-0.1863299,33,0
-0.5453596,-7,1
0.9183766,74,0
0.227935,11,0
0.227935,21,0
-0.4072712,27,0
0.4212587,79,0
-0.1863299,33,0
0.9183766,79,0
2.244025,69,0
0.9183766,57,0
-0.9596245,-39,0
0.9183766,42,0
-0.6558302,-55,0
-2.78239,-7,0
-0.9596245,-7,1
-0.5729772,33,1
0.5317293,39,0
0.6422,48,0
1.332642,103,0
0.9183766,39,0
0.9183766,65,0
0.310788,39,0
2.244025,103,0
1.664054,69,0
-0.7110655,-7,0
-0.7110655,27,0
0.6422,54,0
0.6422,36,0
0.9183766,65,0
0.9183766,48,0
1.1117,45,0
-0.6558302,24,1
0.5317293,69,0
-0.6558302,42,0
-0.7110655,-2,0
-0.7110655,30,1
0.5317293,21,1
-0.4072712,24,1
1.1117,51,0
-0.1863299,27,0
-0.9320068,-19,1
-0.8767715,-28,0
-0.0482416,11,0
-1.622448,15,1
-0.7110655,-13,0
-0.5729772,27,0
-0.1034769,45,0
0.1174644,42,0
0.9183766,65,0
0.9183766,79,0
-0.3520359,45,0
-0.1863299,45,0
-0.0482416,42,0
0.7802883,51,0
0.9183766,36,0
1.332642,74,0
-0.0482416,30,0
-0.7110655,-91,1
-0.1863299,24,0
1.664054,93,0
-2.036713,-19,0
-0.7939185,27,0
0.1174644,33,0
-1.732919,-19,0
0.4488764,30,1
0.310788,42,0
-0.2415652,18,0
-0.1863299,15,0
-0.0482416,21,1
0.0346114,24,0
1.1117,79,0
0.7802883,57,0
0.0346114,30,1
1.664054,121,0
-0.0482416,45,1
-0.9596245,15,0
-0.4072712,11,0
0.0346114,61,0
0.227935,74,0
2.244025,74,0
0.5317293,42,0
-0.6558302,30,0
-0.1863299,27,0
1.1117,54,0
2.244025,103,0
0.227935,39,0
-0.4072712,24,1
-1.511978,27,0
-0.3520359,21,0
1.664054,61,0
-0.0482416,48,0
-1.871007,11,0
-0.5729772,21,0
1.332642,69,0
-0.7110655,-7,0
0.7802883,54,0
-0.2691829,33,0
0.5317293,39,0
-0.0482416,69,0
0.9183766,74,0
-0.7110655,3,1
-0.2691829,27,0
-0.7110655,-7,1
0.0346114,21,1
1.1117,103,0
0.227935,39,0
-0.0482416,21,0
0.6422,57,0
0.6422,65,0
1.1117,79,0
0.5317293,54,0
0.7802883,45,0
1.332642,65,0
-2.230037,-91,1
-0.4072712,42,0
0.0346114,18,0
-0.4072712,30,0
0.310788,45,0
-0.4901242,11,1
-0.1863299,45,0
0.1174644,54,0
0.1174644,54,0
-0.4072712,24,0
1.1117,61,0
1.1117,48,0
0.9183766,61,0
1.664054,74,0
0.7802883,61,0
0.5317293,57,0
0.7802883,69,0
0.7802883,79,0
-0.7110655,-91,1
-0.1034769,39,0
-0.9596245,11,0
0.227935,54,0
0.7802883,42,0
-0.8767715,-7,1
0.1174644,36,0
0.1174644,42,0
-0.3520359,42,0
-0.8767715,11,0
-0.5729772,42,0
0.9183766,39,0
-0.5729772,18,0
0.6422,65,0
-0.8767715,36,0
0.4212587,39,0
-0.9320068,-2,1
-0.1863299,27,1
-0.3520359,24,0
-0.3520359,36,0
-0.6558302,7,0
2.244025,121,0
-1.732919,3,0
1.1117,51,0
0.6422,36,0
-0.4072712,3,1
0.227935,61,0
-0.2691829,36,0
-0.6558302,7,0
-1.208183,-13,1
