"z1","z2","x","y"
2.9,2.4,-0.35,-0.7052
5.3,4,1.25,0.6031
2.7,2.8,-0.0499999999999998,-0.5082
4.5,4.1,1.35,-0.0765
3.1,2.4,-0.35,-1.0933
4.5,4,1.25,0.2983
3.3,0.9,-1.85,-1.7834
4.3,4.3,1.55,0.2417
3.8,5.2,1.05,-0.9591
4.2,3.6,0.85,0.2417
3.1,2.2,-0.55,-0.6452
5,3.8,1.05,1.5122
3.7,3.2,0.45,-0.1761
2.8,2.7,-0.0499999999999998,-1.3194
2.6,1.3,-1.45,-1.5523
4.3,4,1.25,0.4155
2.4,3.4,-0.35,-1.1832
2.7,2.4,-0.35,-1.458
3.9,5,1.15,0.1319
2.9,2.6,-0.15,-0.7803
3.6,2.7,-0.0499999999999998,-0.3685
2,2.2,-0.75,-0.4154
2.4,1.6,-1.15,-1.2367
4.4,3.1,0.35,-0.1266
2.6,2.7,-0.15,-1.5049
3.5,3.8,0.75,-0.9591
4.3,4.1,1.35,-0.1266
5.6,5.9,2.85,0.6031
3.5,1.8,-0.95,-0.4416
3.1,2.4,-0.35,-0.8698
3.1,2.8,0.0499999999999998,-0.6904
5.2,3.2,0.45,0.7379
2.6,1.6,-1.15,-1.3479
3,3.1,0.25,-1.2284
1.7,1.1,-1.65,-1.6484
5.5,5,2.25,0.6694
3.4,2.8,0.0499999999999998,-0.8251
3.3,2.6,-0.15,-0.5098
2.4,1.1,-1.65,-1.1236
2.2,2.7,-0.55,-2.3945
4,2.2,-0.55,-0.2255
3.4,3.7,0.65,-0.3685
4.1,3.7,0.95,-0.5541
2.8,2.8,0.0499999999999998,0.1887
3,4.1,0.25,-0.9145
4.5,3.6,0.85,-0.5998
5.2,4.5,1.75,1.4056
5.1,4.7,1.95,0.2417
4.2,3.5,0.75,-0.1761
4.1,4.7,1.35,-0.4154
4.2,4.3,1.45,-0.5082
3.3,3,0.25,-0.8251
4.3,3,0.25,0.2417
2.8,2.6,-0.15,-0.6452
3.1,3.1,0.35,-0.462
4.1,3.6,0.85,-0.0765
4.2,3,0.25,-0.0256
3.1,2.7,-0.0499999999999998,-0.7354
5.7,5.2,2.45,1.8896
4.7,4.1,1.35,-0.462
4.4,4,1.25,-0.0765
2.5,1.3,-1.45,-1.0933
2.7,2,-0.75,-0.7354
3.7,1.6,-1.15,-0.0256
2.9,3.4,0.15,-1.1832
4.3,3.7,0.95,-0.4154
2.7,0.9,-1.85,-1.2925
4.7,3.1,0.35,0.4763
2.4,0.8,-1.95,-1.4578
3.2,2.6,-0.15,0.1319
4.2,3.7,0.95,0.6031
3.6,2.2,-0.55,0.2983
4.9,3.7,0.95,1.0396
3.2,2.4,-0.35,-1.5049
5.1,3.7,0.95,0.6031
3.2,1.8,-0.95,-0.5541
3.2,2.7,-0.0499999999999998,-0.7052
3.5,3.1,0.35,-1.1832
3.5,1.6,-1.15,-0.4416
3.6,3.8,0.85,-1.2738
2.8,2.7,-0.0499999999999998,-0.3716
2.4,2.6,-0.35,-1.5668
3.3,2,-0.75,-0.5098
2.9,1.3,-1.45,-2.0053
2.4,2.2,-0.55,-2.6331
2.2,1.3,-1.45,-2.9554
1.8,1.8,-0.95,-2.437
2.2,3.2,-0.55,-1.1832
3,2.7,-0.0499999999999998,-1.5049
4.2,3.1,0.35,0.4155
2.7,2.6,-0.15,-1.7467
3.2,2.7,-0.0499999999999998,-1.0485
3.6,3.8,0.85,-0.4154
4.1,4,1.25,-0.3211
2.4,2.8,-0.35,-2.695
2.7,2,-0.75,-1.2925
3.8,3.2,0.45,-1.0933
4.3,4.5,1.55,-0.1761
5.3,5,2.25,1.1238
4.9,4,1.25,0.7379
3.1,2.4,-0.35,-1.458
4.3,4.1,1.35,0.5388
3.6,2.8,0.0499999999999998,-0.9591
3.6,3.7,0.85,-0.3685
2.1,2.2,-0.65,-1.8994
3.5,3.2,0.45,-0.5998
4.7,4.3,1.55,0.7379
4.6,3.6,0.85,0.4763
3.5,3.2,0.45,0.026
3.7,2.7,-0.0499999999999998,-0.4154
2.8,1.3,-1.45,-1.4578
4,3.5,0.75,-0.5541
4,3.7,0.95,0.4763
3.9,3.7,0.95,0.1319
2.9,3.4,0.15,-1.4115
2.8,2.2,-0.55,-1.1804
5.2,3.8,1.05,1.0396
6.4,4.1,1.35,1.5122
4.4,3.2,0.45,-0.2733
4.9,5.5,2.15,1.306
3.2,3.6,0.45,-0.8698
4,3.6,0.85,-0.225
4.4,3.5,0.75,0.0785
3.2,2.8,0.0499999999999998,-1.458
3.8,3.6,0.85,-0.9145
4.5,3.6,0.85,-0.2733
3.2,3.4,0.45,-0.8698
4,4,1.25,-0.1761
2.7,0.3,-2.45,0.0989
3.3,2,-0.75,-0.7803
3.3,3.2,0.45,-0.5082
3.9,4.3,1.15,-0.8698
4.7,3.1,0.35,0.5388
2.6,1.3,-1.45,-0.7052
3.1,3.4,0.35,-0.6904
3.6,3.5,0.75,-0.462
4.2,3.2,0.45,0.8826
4.2,3.1,0.35,-0.1761
2.4,2.7,-0.35,-0.9591
4.1,3.5,0.75,-0.5998
3.5,3.1,0.35,-1.458
4,3,0.25,-0.8698
4.6,3.2,0.45,0.7379
3.6,2.8,0.0499999999999998,-0.3685
4.1,3.1,0.35,-0.3685
3.1,3.7,0.35,-0.9591
2.8,2.8,0.0499999999999998,-0.6904
2.5,1.6,-1.15,-1.8994
3.9,2.6,-0.15,0.013
3.3,2.6,-0.15,0.4881
3.7,3,0.25,-0.462
2.9,3.1,0.15,-1.8994
2.8,1.8,-0.95,-2.0011
4.8,4.1,1.35,0.2417
3.6,2.7,-0.0499999999999998,-0.6452
2.8,2.6,-0.15,-2.0053
4.3,3.4,0.65,0.2417
4.7,5.5,1.95,0.9594
2.3,2.7,-0.45,-1.0038
3.5,3.8,0.75,-1.4115
3.8,3.2,0.45,0.1862
4,4.1,1.25,-0.462
2.5,2,-0.75,-1.403
4.5,2.2,-0.55,-0.5541
3.6,2.8,0.0499999999999998,0.0785
3.1,2.4,-0.35,-1.3194
3.8,2.8,0.0499999999999998,-0.8251
2.5,2.8,-0.25,-1.3194
3.9,3.5,0.75,-0.8698
2.5,1.3,-1.45,-2.167
2.6,3.1,-0.15,-0.462
3.3,3.4,0.55,-0.6904
2.8,2.8,0.0499999999999998,-0.9145
1.7,2.4,-1.05,-2.1114
3.2,2.8,0.0499999999999998,-0.9145
4.8,3.7,0.95,0.8089
3.7,2.7,-0.0499999999999998,-0.462
4.1,2.6,-0.15,-0.0256
2.5,2.8,-0.25,-1.6484
3.4,2.8,0.0499999999999998,-0.5998
2.3,2.8,-0.45,-1.6484
4.6,3.4,0.65,0.2417
3.7,3.6,0.85,1.1238
3,2.4,-0.35,-0.5998
3.3,2.6,-0.15,-0.2996
3.1,1.1,-1.65,-0.8251
3.7,3.5,0.75,0.2401
2.2,2.2,-0.55,-1.9519
2.6,3.4,-0.15,-0.8251
2.2,1.8,-0.95,-2.3945
2.9,2,-0.75,-0.8251
3.1,2.7,-0.0499999999999998,-1.1236
3.4,3.8,0.65,-1.1832
2,3.1,-0.75,-0.6452
4.1,3.8,1.05,0.5388
1.6,1.6,-1.15,-2.4529
2.8,2.6,-0.15,-0.8698
2.7,2.2,-0.55,-1.7968
2.1,1.1,-1.65,-1.892
3.4,3.4,0.65,-0.9145
4,3,0.25,-0.5082
3.4,2.7,-0.0499999999999998,-0.0695
3.2,3.5,0.45,-1.5523
4.4,4.3,1.55,-0.0765
4,3.6,0.85,-0.6452
3.2,3.7,0.45,-0.6452
2.6,2.6,-0.15,-0.2996
2.6,2,-0.75,0.1319
2.5,3.2,-0.25,-0.9145
4.1,5,1.35,0.8089
2.2,1.1,-1.65,-3.095
6.1,5.2,2.45,0.8089
2.3,3,-0.45,-2.2231
4.2,3.4,0.65,-0.2251
4.5,4.5,1.75,0.0785
4.6,3.6,0.85,0.6694
3.2,2.4,-0.35,-0.4416
2.3,2.6,-0.45,-0.6904
2.4,1.3,-1.45,-1.4578
4.8,3.2,0.45,0.6694
2.5,0.6,-2.15,-0.9494
5.1,5.5,2.35,-0.225
3.1,4,0.35,-0.9145
2.9,2,-0.75,-1.2738
4.8,4.3,1.55,1.306
3.9,3.7,0.95,0.1862
3.4,3.4,0.65,-0.9591
4.3,3.8,1.05,-0.6452
1.9,0.9,-1.85,-1.4115
2.6,1.7,-1.05,-0.1569
5.6,4,1.25,0.4763
5.5,3.5,0.75,1.2123
3.8,3.7,0.95,-1.1382
2.7,1.8,-0.95,-1.4578
2.9,0.6,-2.15,-0.2996
4.6,4.7,1.85,0.0785
3.9,2.4,-0.35,0.1319
3.1,1.8,-0.95,-0.6414
4,3.2,0.45,0.7379
5.6,4.7,1.95,0.8826
2,1.5,-1.25,-2.3511
4.1,3.4,0.65,0.8826
3.4,3.1,0.35,-0.5541
2,2.8,-0.75,-1.621
2.2,0.3,-2.45,-0.6414
4.3,3.4,0.65,0.2983
4.2,3,0.25,-0.5082
5.3,4,1.25,1.1238
3.5,3.2,0.45,-0.8698
5.4,4.7,1.95,0.1319
2.7,1.3,-1.45,-1.9465
3.4,3,0.25,-0.2733
2.6,2.7,-0.15,-0.5098
3.8,4.7,1.05,-0.4154
2.4,1.8,-0.95,-1.2284
3.9,3.7,0.95,0.2983
2.6,3.1,-0.15,-1.9519
4.3,2.7,-0.0499999999999998,0.3562
3,4.5,0.25,-1.1832
2.5,3,-0.25,-0.4154
4.9,3.5,0.75,1.1238
2.4,1.1,-1.65,-1.7293
3.1,3.5,0.35,-0.7354
2.6,2.8,-0.15,-2.1114
4,4,1.25,-0.5998
4.3,3.4,0.65,-0.2733
2.5,1.6,-1.15,-1.2738
5.3,5,2.25,1.5122
3.2,3.2,0.45,0.026
2.9,2.6,-0.15,-1.2284
4,4,1.25,0.2417
3,1.8,-0.95,-0.7803
3.4,1.6,-1.15,-0.7052
3.1,3,0.25,-1.0038
3.8,3.4,0.65,-0.5082
5,3.8,1.05,1.8896
3.5,2.6,-0.15,-0.6904
3.6,3.7,0.85,0.2983
4.2,3.4,0.65,-1.2284
3.1,2.4,-0.35,-1.1832
3.2,2.2,-0.55,0.6031
1.7,1.1,-1.65,-2.7581
4.1,4.1,1.35,-0.225
2.7,3.1,-0.0499999999999998,-2.4141
2.9,2.4,-0.35,-1.9465
4.1,3,0.25,-0.8251
3.9,3.2,0.45,-0.2733
3.9,2.4,-0.35,-0.0765
3.3,3.2,0.45,-0.7803
4.4,4,1.25,-0.3211
3.3,4,0.55,0.4763
2.5,2.4,-0.35,-0.3685
2.7,2.7,-0.0499999999999998,-1.458
5,5.2,2.25,0.6694
4,3.5,0.75,-0.5082
4.5,4.3,1.55,1.0396
3.1,2.4,-0.35,-1.3194
4.7,3.8,1.05,0.8089
1.9,2.2,-0.85,-2.6331
3.2,3,0.25,-0.3211
2.9,3.8,0.15,-0.225
3.2,2.4,-0.35,-1.9519
3.1,3,0.25,-1.9519
3.5,2.2,-0.55,-1.6484
5.2,4,1.25,0.8089
3.3,3,0.25,-0.6452
3.7,3,0.25,0.0785
5.5,3.5,0.75,0.1319
1.7,3.2,-1.05,-1.621
3.2,3.4,0.45,-1.2738
5.4,5,2.25,-0.0256
3,2.6,-0.15,-0.6452
3.5,3.6,0.75,-0.5998
4.5,5.2,1.75,-0.1761
2.8,3.1,0.0499999999999998,-0.2733
2.6,1.6,-1.15,0.013
3.4,3.2,0.45,-0.5998
3.8,3.4,0.65,-0.2733
3.9,4.1,1.15,0.1319
4.3,3,0.25,0.6031
3.5,3.7,0.75,0.1319
6,4.7,1.95,0.0785
4.5,4.7,1.75,0.8826
4.1,3.8,1.05,-0.4154
5.7,5.2,2.45,1.5122
6,3.7,0.95,2.0429
3.6,2.2,-0.55,-0.8698
2.5,2.6,-0.25,-1.403
3.4,4.1,0.65,-0.5541
4.2,3.5,0.75,0.6694
2.7,3,-0.0499999999999998,-0.9145
6,5.9,3.15,1.7522
3.8,3.2,0.45,-0.8251
3.2,2.4,-0.35,-0.225
4.1,2.6,-0.15,0.2983
3.5,3.4,0.65,-1.0933
2.5,2.8,-0.25,-0.9145
2.4,2.6,-0.35,-0.7678
3.2,2.6,-0.15,-1.3653
3.1,3.6,0.35,-1.7467
2.5,1.6,-1.15,-0.8898
3.1,3.7,0.35,-1.3194
5,4,1.25,-0.4154
2.3,1.6,-1.15,-2.2231
5.4,4.1,1.35,1.0396
4.4,5.5,1.65,1.5122
3.9,5.9,1.15,0.7379
3.6,3.1,0.35,0.3562
4.1,4,1.25,-0.0256
3.1,3,0.25,-0.1761
1.3,0.9,-1.85,-1.4578
4.2,4.1,1.35,-0.3685
4,4.1,1.25,-0.0256
3.7,4.1,0.95,-1.458
3.9,4.7,1.15,0.026
4.5,3.6,0.85,0.6694
3.5,2.6,-0.15,-0.0765
3.6,3.8,0.85,-0.5541
4,4,1.25,-0.3685
5,4.3,1.55,0.6694
2.8,2,-0.75,-1.5049
3.8,3,0.25,-1.5049
2.7,3.1,-0.0499999999999998,-1.5523
4,2.6,-0.15,-0.462
2.4,1.6,-1.15,-2.0011
3.7,3.5,0.75,-0.5082
4.3,3.4,0.65,0.2417
4.3,3.5,0.75,-0.0765
4.6,3.6,0.85,0.6694
3.5,3,0.25,-1.1832
2.6,2.4,-0.35,-0.5082
4,2.7,-0.0499999999999998,-1.0038
3.7,3.1,0.35,-0.9145
4.9,3.8,1.05,0.9594
2.4,1.8,-0.95,-0.8898
3.8,5.5,1.05,0.3562
3,3.6,0.25,-0.9591
2.6,3.8,-0.15,-1.458
3.3,1.6,-1.15,-1.5049
3.8,3.4,0.65,-1.0038
2,1.8,-0.95,-2.1154
5.6,5.5,2.75,-0.2733
3.7,2.7,-0.0499999999999998,-0.0765
2.6,2.2,-0.55,-0.7678
3,2.4,-0.35,-1.1832
3.7,5,0.95,1.1238
4.8,4.7,1.95,0.4155
2.7,1.8,-0.95,-1.3653
2.5,1.8,-0.95,-0.9494
4,3.4,0.65,-0.3685
3.7,2.8,0.0499999999999998,-0.0765
6,4,1.25,-0.3685
4.1,3.5,0.75,-0.8698
1,1.3,-1.75,-3.1003
4.6,3.2,0.45,0.0785
4.1,4.3,1.35,0.7379
5,4.7,1.95,0.7379
3.6,3.1,0.35,-0.5082
5.9,4.5,1.75,1.4056
4.1,3.4,0.65,0.0785
5.1,4.7,1.95,1.0396
4.3,3.6,0.85,-0.5082
3.5,2.2,-0.55,0.1319
4.4,4.7,1.65,1.5122
3,3.4,0.25,-1.7968
3.4,2.4,-0.35,0.0785
2.8,1.6,-1.15,0.0989
4.1,3,0.25,-0.0256
4.2,3.8,1.05,-0.8698
3.3,2.4,-0.35,-1.2284
5,4.1,1.35,0.4763
4,3.6,0.85,0.0785
5.8,4.5,1.75,1.306
2.5,2.2,-0.55,-2.0561
4.4,3.4,0.65,0.2417
2.6,3.8,-0.15,-0.0256
4.4,3.1,0.35,0.1862
3.9,5.2,1.15,0.6694
4.6,3.5,0.75,0.7379
2.8,3.6,0.0499999999999998,0.1862
3.4,3.6,0.65,0.2417
5.5,4.5,1.75,1.0396
2.9,3.6,0.15,0.2983
2.9,2.6,-0.15,-0.4154
2.4,1.8,-0.95,-2.2796
3.9,3.7,0.95,0.3562
4,4,1.25,0.6694
3,4,0.25,-0.8251
2.7,1.3,-1.45,-2.2303
3,3,0.25,-0.5541
5.4,3.7,0.95,0.1862
3.3,3.5,0.55,-0.1266
2.3,3.1,-0.45,-1.2284
3.6,2.8,0.0499999999999998,-1.6
4.4,5.2,1.65,0.6694
1.8,2.4,-0.95,-1.5668
2.5,2.7,-0.25,-1.2284
2,1.6,-1.15,-0.0695
5.4,5.9,2.65,1.4056
3.6,3.5,0.75,-0.5541
2.2,2.8,-0.55,-1.0038
3.6,4,0.85,-0.6452
3.4,2.8,0.0499999999999998,0.2983
2,2.4,-0.75,-1.4578
3,2.2,-0.55,-0.7803
5.3,5.5,2.55,1.4056
4.8,6.8,2.05,0.9594
3.6,3.6,0.85,0.4155
3.1,2.8,0.0499999999999998,-1.0038
4.1,5,1.35,0.1862
4.3,4,1.25,0.3562
2.9,3.8,0.15,-0.8698
4.5,3.2,0.45,1.1238
2.4,2,-0.75,-1.4115
2.8,3,0.0499999999999998,0.2417
3.4,3.5,0.65,-0.7354
2.3,2.8,-0.45,-1.221
3,3.1,0.25,-0.5082
4,4.3,1.25,-0.6452
3.3,2.6,-0.15,-0.7803
3.9,3.1,0.35,1.0396
3.3,4,0.55,-1.0038
3.6,3.8,0.85,-0.5541
2.6,2.6,-0.15,-2.3511
4.8,4,1.25,0.3562
4.2,3.5,0.75,-0.1266
3.5,2.8,0.0499999999999998,-0.7803
5.1,4.5,1.75,0.9594
3.8,3.6,0.85,-0.462
1.5,1.6,-1.25,-2.1114
4.2,5,1.45,-0.0256
2.5,2.7,-0.25,-2.0561
2.5,3.7,-0.25,-0.7354
6.3,5.9,3.15,2.6621
4,4.5,1.25,-0.1266
2.5,3,-0.25,-0.9591
2.4,2.7,-0.35,-0.6452
2.5,3.5,-0.25,-0.9591
5.6,4.5,1.75,0.8826
4.1,4,1.25,0.4155
3.3,3.7,0.55,-0.6904
5,4.1,1.35,0.6694
2.2,1.6,-1.15,-1.7293
2.1,2.7,-0.65,-1.6972
3.3,1.3,-1.45,-0.8251
2.8,4.1,0.0499999999999998,-0.8251
2.5,0.9,-1.85,-0.5098
2.6,1.6,-1.15,-2.0011
4.7,3.6,0.85,-0.1266
4.4,3.8,1.05,0.6694
2.9,1.8,-0.95,-1.1832
2.8,2.8,0.0499999999999998,-1.5049
3.4,3.6,0.65,-0.9591
3.7,3.5,0.75,-0.6452
2.7,3.6,-0.0499999999999998,-0.225
4.7,3.5,0.75,-1.1382
4.2,2.8,0.0499999999999998,0.5388
2.4,1.8,-0.95,-1.5668
4.1,2,-0.75,0.8089
2.3,1.3,-1.45,-0.9494
3.2,3.2,0.45,-0.3685
3.7,4,0.95,0.1862
2.5,2.6,-0.25,-1.0038
3.5,3.2,0.45,-1.2284
2.9,2.6,-0.15,-0.5998
3.2,2.4,-0.35,0.013
3.7,3.5,0.75,-0.7354
2.5,2.8,-0.25,-0.7803
2.6,2.7,-0.15,-0.7052
2.3,2,-0.75,-2.2231
5.9,5,2.25,1.306
2.7,2.4,-0.35,-0.5082
3,2.4,-0.35,-0.6452
4.5,3.8,1.05,0.6031
4.1,3.8,1.05,-0.1266
2.2,2.2,-0.55,-1.5668
3,2.6,-0.15,-0.1761
4.6,3,0.25,0.9594
2.4,2.7,-0.35,-0.2255
4.2,3.1,0.35,-0.3685
4.3,3,0.25,0.1319
3.5,4,0.75,-0.1761
4,3.2,0.45,0.6031
2.9,2,-0.75,-0.7678
3.7,2.8,0.0499999999999998,-0.9591
3.2,2.6,-0.15,-0.1488
2.5,3.4,-0.25,-0.462
3.6,3.4,0.65,-1.0485
2.9,2.2,-0.55,-1.403
3.7,3.1,0.35,-1.6484
4.1,3,0.25,-0.7354
2.5,1.8,-0.95,-1.2284
3.4,4,0.65,-0.462
4.1,3,0.25,0.4763
3.3,2.6,-0.15,0.1319
3.5,2.2,-0.55,-0.1761
3.4,3.5,0.65,0.1319
2.5,1.3,-1.45,-1.7293
4,4,1.25,0.2983
3.7,2.6,-0.15,-1.1382
4.3,2.8,0.0499999999999998,-0.3685
3.3,3.8,0.55,-0.1761
5.7,4.3,1.55,1.4056
4.2,3.8,1.05,0.7379
3.9,3.2,0.45,-0.3685
4.4,3.8,1.05,-0.3685
3.2,3.8,0.45,-0.8698
2.7,1.8,-0.95,-1.1832
3.2,2.6,-0.15,-0.5998
3.7,5.2,0.95,-0.225
3.2,3.2,0.45,-1.2738
3.1,2.2,-0.55,-0.8251
4.2,4.7,1.45,-0.1266
2.2,1.6,-1.15,-0.4416
2.2,1.3,-1.45,-1.7467
3.4,2.8,0.0499999999999998,-0.7354
3.1,4.2,0.35,-0.6666
5.2,4.1,1.35,1.6272
3.3,2.2,-0.55,-0.8898
2.2,2.2,-0.55,-1.5668
3.8,2.6,-0.15,0.3562
3.8,4.6,1.05,-0.8854
3,3,0.25,-0.7354
2.4,0.4,-2.35,-1.0711
2.4,2.4,-0.35,-1.3653
2.9,3,0.15,-1.1382
3.8,4.5,1.05,-0.5082
3.9,3.7,0.95,-0.8698
2.6,3.6,-0.15,-0.1761
4,2.7,-0.0499999999999998,0.6031
3.4,3.1,0.35,-0.1266
2.5,2.4,-0.35,-1.3653
3.5,3.7,0.75,-0.7803
3,2.8,0.0499999999999998,-1.3653
4.2,4,1.25,-0.0256
3.9,2.8,0.0499999999999998,-1.3653
4.8,4.7,1.95,0.4155
4.2,3.2,0.45,-0.225
3.1,2,-0.75,-0.4154
2.3,2.2,-0.55,-1.5124
3.4,2.4,-0.35,-0.462
4,3.4,0.65,0.1319
4.4,3.7,0.95,0.2417
4.4,4,1.25,-0.3685
3.2,3.7,0.45,-0.1266
3.6,4.3,0.85,-0.1266
3.2,3,0.25,-0.8698
3.2,3.4,0.45,-1.3194
3.7,4.5,0.95,-1.4115
2.6,3.6,-0.15,-0.225
4.7,4,1.25,0.2417
2.9,1.1,-1.65,-1.3194
3.7,3.1,0.35,-0.462
3.5,2.4,-0.35,-0.3211
3.3,3.5,0.55,-0.9145
3.3,3.4,0.55,-0.6452
2.4,1.6,-1.15,-1.892
2.7,1.9,-0.85,-0.5681
4.9,4.1,1.35,0.8826
3.1,3,0.25,-0.0256
3.7,3.4,0.65,-0.225
3.5,2.2,-0.55,-0.6452
2.7,2.8,-0.0499999999999998,-1.0525
4.4,3.8,1.05,0.5388
4.1,3.7,0.95,-0.0256
4.5,3.7,0.95,-0.3211
4,4.1,1.25,0.9594
3.8,2.4,-0.35,-0.5998
3,1.8,-0.95,-0.2996
4.7,3.6,0.85,0.8089
5.2,4.3,1.55,0.9594
2.7,3,-0.0499999999999998,-0.8698
3.3,3.5,0.55,-0.0256
3.4,3.5,0.65,-1.0038
4.9,3.4,0.65,-0.3685
3.2,2.8,0.0499999999999998,-0.5998
2.8,1.3,-1.45,-1.7834
2.7,1.8,-0.95,-0.5098
4.1,4,1.25,0.6031
4.5,3.8,1.05,-0.1266
3.3,3.1,0.35,-0.2733
4,2.8,0.0499999999999998,-0.1266
3.4,2.8,0.0499999999999998,-0.0765
5.8,5.9,3.05,-0.9145
5.1,4.3,1.55,0.8089
3.4,2.7,-0.0499999999999998,-0.462
3.8,3,0.25,0.4763
4.1,3.1,0.35,-1.2738
3.1,3.1,0.35,-0.3211
3.7,3,0.25,-0.6904
3,3.1,0.25,-1.0933
2.2,0.9,-1.85,-2.2744
3.8,4.3,1.05,-0.9591
2.2,2,-0.75,-0.7354
1.6,2.8,-1.15,-1.0933
2.1,0.6,-2.15,-1.2367
2.5,2.4,-0.35,-1.7293
2.8,3,0.0499999999999998,-0.9591
3.2,1.3,-1.45,-1.621
4.7,5.5,1.95,-1.7968
3,1.6,-1.15,-0.6904
3.1,2,-0.75,0.6008
3,1.3,-1.45,-1.403
2.6,2,-0.75,-2.1114
3.2,4.1,0.45,-1.1832
4.7,5.2,1.95,-0.1266
3.8,3.7,0.95,0.026
3.8,3.6,0.85,-1.458
4.4,4.5,1.65,0.8089
5,3.2,0.45,1.2123
4.2,3.4,0.65,-0.8698
3.7,1.8,-0.95,-0.6414
3.7,3.5,0.75,-0.5998
3.1,2.7,-0.0499999999999998,-0.5082
2.8,2.4,-0.35,-0.6904
4.7,4.3,1.55,0.8089
3.5,2.6,-0.15,0.1862
4.5,3.6,0.85,0.1319
3.8,3.7,0.95,-0.7354
4.3,3.6,0.85,0.1319
5.4,3.5,0.75,1.0396
3.2,3.4,0.45,-0.5082
3.3,3.7,0.55,-0.0256
5.2,3.4,0.65,0.5388
2.1,1.4,-1.35,-3.0243
3.7,1.8,-0.95,-0.3716
4,3.7,0.95,-0.2733
2.8,1.6,-1.15,-1.1382
4,3.6,0.85,-0.5082
4.9,4.1,1.35,0.4155
2.5,2.6,-0.25,-1.6972
3.2,3.1,0.35,-0.8251
2.6,1.8,-0.95,-0.8698
3.2,3.5,0.45,-1.0038
4.1,3.5,0.75,0.5388
3.4,3,0.25,-0.0256
3.1,2.2,-0.55,-0.4154
3.8,3.8,1.05,0.2983
3.4,3.6,0.65,-0.462
3.5,2.6,-0.15,-0.1266
5.7,4.5,1.75,0.026
3.2,3.4,0.45,-0.5998
2.4,2.6,-0.35,-1.5523
3.8,3.7,0.95,-1.2738
4.3,3.4,0.65,1.0396
4.7,3.7,0.95,0.8826
3.9,3.6,0.85,0.4155
3.9,3.6,0.85,0.4155
2.8,3.6,0.0499999999999998,-0.3685
3.6,3.8,0.85,-0.9145
4.9,3.7,0.95,0.0785
5.2,3.8,1.05,2.2168
4.9,5.2,2.15,0.8089
4.6,3.5,0.75,-0.225
2.8,2,-0.75,-1.3194
4.4,4.5,1.65,-0.7354
5,5.5,2.25,1.5122
3.6,2.8,0.0499999999999998,0.0785
3.8,4.3,1.05,-1.8994
3.6,2.8,0.0499999999999998,-0.1761
1.9,1.3,-1.45,-2.1154
4.4,4,1.25,0.1319
3.7,3.2,0.45,-1.3403
4,4.5,1.25,0.4763
2.8,2.6,-0.15,-1.0933
2.8,2,-0.75,0.4881
3.2,4.7,0.45,-1.7467
1.5,2,-1.25,-1.5124
4,3.6,0.85,0.026
3.7,2.7,-0.0499999999999998,-0.6452
4.6,3.8,1.05,1.306
3.6,3.8,0.85,-0.462
1.9,1.1,-1.65,-1.7834
2.5,0.6,-2.15,-1.4578
1.8,2.4,-0.95,-2.695
2.2,2,-0.75,-1.6
3.1,3.1,0.35,-0.5541
4.8,4.5,1.75,0.2983
4.6,3.8,1.05,0.5388
2.5,3.2,-0.25,-1.2367
2.8,3.1,0.0499999999999998,-0.7803
4,3.5,0.75,-0.6452
4,3.8,1.05,-0.5541
4.4,3.8,1.05,0.026
4.9,3.2,0.45,0.1319
3.8,1.8,-0.95,-0.8293
3,0.4,-2.35,-0.3716
3.4,0.9,-1.85,0.1319
3.9,3.4,0.65,-0.225
4.8,4.1,1.35,0.6694
3,3.1,0.25,-1.5049
3.3,4,0.55,-0.462
3.2,2.7,-0.0499999999999998,-1.1382
3.8,1.8,-0.95,-0.1488
2.6,1.8,-0.95,-1.6972
2.8,0.6,-2.15,0.1887
4,3.5,0.75,0.8826
3.6,3.1,0.35,0.1319
3,3,0.25,-0.225
3.2,1.6,-1.15,-1.3194
4,3.1,0.35,0.3562
4.2,3.6,0.85,0.2417
4,3.6,0.85,1.0396
2.3,1.6,-1.15,-1.2925
4,4.7,1.25,-1.0485
2.5,1.8,-0.95,-1.2738
3.1,2.8,0.0499999999999998,-0.2733
2.2,2,-0.75,-2.8882
2.9,3.8,0.15,-0.462
5.4,5.2,2.45,0.8826
3,2.4,-0.35,-1.1832
2.3,3.2,-0.45,-0.9591
5.9,4.7,1.95,2.2168
3.1,2,-0.75,-0.6904
2.9,2.2,-0.55,-1.2284
3.4,3.5,0.65,-1.4115
2.7,2.4,-0.35,-0.225
3.8,2.7,-0.0499999999999998,0.6031
3.8,3.6,0.85,-1.3194
4,4,1.25,0.5388
4,1.8,-0.95,-0.3211
2.2,3,-0.55,-1.7467
3.8,3.4,0.65,0.7379
3.8,3.7,0.95,-0.2733
3,2.6,-0.15,-0.9145
3.2,2.7,-0.0499999999999998,-0.5998
4.5,3.5,0.75,0.6694
3,3.4,0.25,-0.7803
3.5,4.3,0.75,-0.8251
4.4,4.5,1.65,-0.225
2.2,2,-0.75,-1.7293
3.5,2.8,0.0499999999999998,0.5388
3.5,2.6,-0.15,0.026
3.6,3.4,0.65,-0.9145
3.3,2.6,-0.15,-1.1382
4.1,3.5,0.75,0.026
4.8,3.8,1.05,0.0785
4.7,3.7,0.95,0.4155
2.2,2,-0.75,-0.5998
3.4,3.5,0.65,-0.3685
