"z1","z2","x","y"
3.2,2.9,0.15,-1.0287
3.5,2.1,-0.65,-0.7502
4.6,1.9,-0.85,-0.0086
4.3,2.6,-0.15,-0.245
4.6,2.9,0.15,-0.0566
4.3,3.7,0.95,-0.935
2.8,2.1,-0.65,-0.8886
3.9,3.4,0.65,0.3946
2.9,3,0.15,-0.567
2.9,3.1,0.15,-1.6809
3.2,3.1,0.35,-1.5212
2.1,1.4,-1.35,-1.8837
4.8,2.9,0.15,0.3946
3.2,2.8,0.0499999999999998,-1.6809
2.4,1.1,-1.65,-0.8225
5,4.3,1.55,0.8579
4.5,3.1,0.35,-0.0566
4.1,2.2,-0.55,-0.6128
2.9,2.5,-0.25,-0.4755
4.8,5.6,2.05,0.2898
3.3,2.2,-0.55,-1.1716
4.1,2.9,0.15,0.3946
3.6,2.4,-0.35,-0.5213
2.2,2.2,-0.55,-0.6452
2.6,2.6,-0.15,-2.7098
4.4,3.5,0.75,-0.8886
3.9,3.2,0.45,-0.7961
4.1,3.3,0.55,1.3655
3.3,3.8,0.55,-1.8491
4,3.1,0.35,0.4484
2.1,1.9,-0.85,-1.78
3.5,3.6,0.75,-0.4297
4.8,5.6,2.05,0.7337
3.4,2.1,-0.65,-0.0086
3.9,3.5,0.75,-2.0053
2.9,2.5,-0.25,-1.22
3.1,2.4,-0.35,-0.3976
3.4,1.9,-0.85,-1.2688
3.2,2.4,-0.35,-1.4694
2.7,0.6,-2.15,-1.164
3,2.2,-0.55,-0.4297
2.9,2.1,-0.65,-0.9948
3.5,1.6,-1.15,-0.6585
4.8,2.7,-0.0499999999999998,0.1879
3.9,2.4,-0.35,-0.5213
3.5,2.4,-0.35,-0.9818
2.1,3.2,-0.65,-2.2207
1.6,0.4,-2.35,-1.9526
5,4.5,1.75,-0.1514
3,1.1,-1.65,-1.1716
2.6,3.7,-0.15,-0.5213
1.6,1.6,-1.15,-1.4429
4.2,2.8,0.0499999999999998,-0.4755
3.7,2.2,-0.55,-0.0086
4.3,2.5,-0.25,0.3946
3.9,2.5,-0.25,-0.6585
3.6,2.4,-0.35,-0.0566
3.8,3.1,0.35,-0.3837
4.8,3,0.25,-0.4297
3.9,3,0.25,-0.3837
3.6,3.3,0.55,-0.7043
3.3,3,0.25,-0.6128
2.7,1.1,-1.65,-0.5233
4.7,3.4,0.65,0.138
2.1,2.6,-0.65,-1.3315
3.2,2.5,-0.25,-1.22
4.2,3.1,0.35,-0.1514
3.6,3.3,0.55,-0.8423
3.9,2.4,-0.35,0.8579
3.7,5.2,0.95,-0.1983
3.6,3.1,0.35,-0.5541
2.9,2.2,-0.55,-1.22
4.2,2.9,0.15,-0.1514
1.7,2.4,-1.05,-0.4755
3,1.9,-0.85,0.0877
2.5,2.4,-0.35,-1.736
2.8,3.3,0.0499999999999998,-1.6467
3.8,3.7,0.95,0.2385
4,2.6,-0.15,-0.1042
2.7,2.9,-0.0499999999999998,-2.5772
3,1.4,-1.35,-0.3837
3.2,2.2,-0.55,-1.0515
4.3,3,0.25,0.3418
3.2,2.6,-0.15,-0.567
2.1,2.1,-0.65,-1.4986
2.3,2.8,-0.45,-1.9074
2.9,1.4,-1.35,-0.5847
4.3,3.1,0.35,-0.6128
3.1,2.2,-0.55,-0.9818
1.8,1.9,-0.95,-2.3769
3.8,2.8,0.0499999999999998,-0.1514
4.7,3.7,0.95,0.6741
4.5,3.1,0.35,-0.4755
4.2,2.9,0.15,0.2385
5.3,2.9,0.15,0.3418
3.1,1.1,-1.65,-2.5062
4.6,3.8,1.05,0.6706
3.7,1.6,-1.15,0.0886
4.7,3.6,0.85,-0.567
3.3,2.5,-0.25,-1.2688
2.1,1.9,-0.85,-1.3315
5,3.8,1.05,-0.245
2,1.4,-1.35,-1.78
3.9,3,0.25,-1.1716
2.6,2.4,-0.35,-0.705
2.9,2.9,0.15,-1.2688
3.2,2.8,0.0499999999999998,-0.4297
4,3.5,0.75,-0.1983
2.6,2.4,-0.35,-0.5847
3.1,2.2,-0.55,-0.8886
4.3,2.8,0.0499999999999998,0.138
2.7,2.5,-0.25,-1.368
3.5,3,0.25,-0.6585
3.4,3.6,0.65,-0.4297
4.4,2.5,-0.25,-0.0086
4.3,4,1.25,-0.7502
3.6,2.7,-0.0499999999999998,-0.2672
2.1,1.1,-1.65,-1.8371
3.8,3.3,0.55,-0.1983
3.4,2.9,0.15,-0.7043
3,1.6,-1.15,-0.7961
4.1,2.8,0.0499999999999998,-0.4297
3.7,2.2,-0.55,-0.8423
4.5,3.5,0.75,0.5589
4.2,2.6,-0.15,-0.0566
2.6,1.9,-0.85,-1.5212
3.8,3.6,0.85,-1.2688
4.4,3.2,0.45,0.2385
4.2,3.5,0.75,-0.8423
3,2.2,-0.55,-0.8423
3,3.3,0.25,-0.3837
2.2,1.6,-1.15,-1.3181
2.5,1.1,-1.65,-1.1079
2.6,1.9,-0.85,-1.5545
4.4,2.8,0.0499999999999998,0.2385
3.6,3.8,0.85,-1.076
3.6,2.1,-0.65,-0.935
2.9,2.9,0.15,-1.5736
3.8,2.1,-0.65,-0.4755
3.5,3,0.25,-0.567
3.6,2.4,-0.35,-0.6585
4.2,3.1,0.35,-0.3837
2.3,1.6,-1.15,-1.3872
3.6,2.1,-0.65,-1.4694
3,2.5,-0.25,-0.6128
3.4,2.6,-0.15,-0.9818
4.1,2.5,-0.25,-0.7052
4.6,5.2,1.85,-0.6128
3.9,2.8,0.0499999999999998,-0.0765
3.3,2.7,-0.0499999999999998,-0.7043
3.9,3.1,0.35,-0.7961
3.8,3.1,0.35,-0.7961
3.4,2.1,-0.65,-0.0601
2.9,2.8,0.0499999999999998,-1.368
2.7,2.6,-0.15,-0.0351
3.2,2.9,0.15,-0.8886
3.5,3.1,0.35,-0.3377
4.2,3.5,0.75,0.7337
3.2,1.6,-1.15,-0.4297
3.1,2.4,-0.35,-0.567
2.7,2.5,-0.25,-0.6128
4,2.6,-0.15,-0.1514
4,1.6,-1.15,-0.0566
4.5,3.1,0.35,0.4484
4,1.6,-1.15,-0.6128
3.6,2.4,-0.35,-0.7502
3.2,2.5,-0.25,-1.22
2.1,2.7,-0.65,-1.7834
2.9,1.9,-0.85,-1.2688
4.2,3.8,1.05,0.3418
2.8,2.6,-0.15,-1.4694
2.3,1.6,-1.15,-1.9074
4,3.8,1.05,-0.2446
2,1.1,-1.65,-0.8225
2.7,2.4,-0.35,-1.1236
5.3,3,0.25,0.6158
3.8,2.6,-0.15,-0.8423
4,3,0.25,-0.8423
5,4.3,1.55,0.138
1.7,1.1,-1.65,-1.2548
3.7,4.3,0.95,-0.935
2.6,2.2,-0.55,-1.4986
3.2,1.6,-1.15,-0.4297
3.6,3.1,0.35,-0.1514
3.2,3.3,0.45,-0.6585
3.8,3.8,1.05,-1.0287
3.7,2.8,0.0499999999999998,-0.7502
3.8,3.7,0.95,-0.0086
4.4,4.7,1.65,1.2055
3.2,2.1,-0.65,-0.4297
4.7,3.5,0.75,0.5031
2.7,3.4,-0.0499999999999998,-1.4184
3.9,2.2,-0.55,-0.567
3.5,2.2,-0.55,-0.6585
3,2.4,-0.35,-1.9074
3,0.9,-1.85,-0.705
2.9,2.4,-0.35,-0.935
3.3,1.9,-0.85,-0.5213
3.7,2.5,-0.25,-0.6128
3.5,3.6,0.75,0.1879
3.8,2.5,-0.25,-0.5213
3.7,2.4,-0.35,-0.0601
2.4,2.1,-0.65,-1.6268
3.4,3.1,0.35,-0.245
3.8,3,0.25,0.1879
2.7,2.4,-0.35,-1.8946
2.8,3.3,0.0499999999999998,-1.4694
3.6,2.7,-0.0499999999999998,-1.1716
4.5,2.8,0.0499999999999998,0.5589
3.3,2.7,-0.0499999999999998,-0.9818
2.7,2.1,-0.65,-0.461
4.8,4,1.25,0.3946
2.9,1.6,-1.15,-2.2207
5.3,4.3,1.55,0.7949
3.7,2.7,-0.0499999999999998,0.6741
4.3,4.7,1.55,-0.3837
3.3,3.2,0.45,-0.7961
3.2,1.9,-0.85,-0.9818
3.7,1.9,-0.85,-0.4755
3,3.4,0.25,-0.7961
4.4,2.7,-0.0499999999999998,-0.5847
5.4,4.9,2.15,1.605
4,3,0.25,-0.8886
2.3,2.2,-0.55,-1.6809
4.4,3.8,1.05,-0.3301
2.7,2.2,-0.55,0.0877
4.1,3.4,0.65,-0.3837
2.1,2.1,-0.65,-1.6809
3.5,1.4,-1.35,-1.2758
3.7,3.1,0.35,-0.7961
3.3,4.7,0.55,-1.5212
2.1,2.1,-0.65,-2.1905
2.4,2.1,-0.65,-1.792
2.6,2.2,-0.55,-1.3181
2.1,0.6,-2.15,-0.4755
4.3,3,0.25,0.2898
4,3.5,0.75,0.0886
4.2,3.8,1.05,0.0398
2.5,2.4,-0.35,-2.0905
2.6,2.1,-0.65,-1.4694
4.5,3.6,0.85,0.1879
4,2.9,0.15,-0.6128
5,3.8,1.05,0.2385
3.5,3.8,0.75,-0.8886
3.4,3.3,0.55,-0.0566
2.2,2.7,-0.55,-1.0515
3.8,2.4,-0.35,-0.1514
2.4,2.4,-0.35,-1.4429
2.9,1.6,-1.15,-1.22
4,3.2,0.45,-0.1042
3.9,2.7,-0.0499999999999998,-0.7961
4.2,3.5,0.75,0.3418
3.8,3.2,0.45,-0.7043
3.8,3.5,0.75,0.138
2.1,2.9,-0.65,-2.13
3.7,2.4,-0.35,-0.9818
3.4,2.4,-0.35,-1.368
3.1,2.9,0.15,-0.567
3.2,2.6,-0.15,-1.0287
4.7,4.3,1.55,0.7949
2.8,2.2,-0.55,0.0398
4.7,3.3,0.55,-0.6128
3.8,3.4,0.65,-0.1042
4.6,3.2,0.45,1.2845
5.3,4.1,1.35,-0.032
5.7,3.8,1.05,-0.6128
2.9,3.6,0.15,-1.1716
4.2,3.3,0.55,-0.5213
3.9,2.8,0.0499999999999998,0.0398
4.1,3.4,0.65,0.1879
4.9,3.7,0.95,-0.1514
3.7,2.1,-0.65,0.2385
3,2.2,-0.55,-0.2873
2.8,2.1,-0.65,-1.1236
3,3.3,0.25,-0.2446
3.7,2.4,-0.35,0.3418
4.5,4.3,1.55,0.4433
2.3,2.7,-0.45,-1.5212
3.2,2.8,0.0499999999999998,-0.4297
4,3.5,0.75,0.6158
2.1,2.4,-0.65,-1.5212
3,2.9,0.15,-0.7961
3,2.8,0.0499999999999998,-1.1236
2.5,1.6,-1.15,-1.8311
2.9,1.4,-1.35,-0.9948
4,4,1.25,-0.2914
2.8,3.2,0.0499999999999998,-1.1716
4.1,3.7,0.95,-1.368
3.3,2.6,-0.15,-1.7232
2.5,1.1,-1.65,-1.1079
2.1,2.8,-0.65,-1.368
4.2,4.7,1.45,-0.4755
3.3,2.9,0.15,-0.567
2.8,1.6,-1.15,-0.6585
3.1,3,0.25,-0.4755
3.1,2.8,0.0499999999999998,-1.5736
3.7,2.9,0.15,-1.1716
4.3,3.8,1.05,0.3946
2.6,2.2,-0.55,0.6158
2.6,2.9,-0.15,-1.3181
3.2,2.8,0.0499999999999998,-0.8423
5.6,6.1,2.85,2.2612
2.8,3,0.0499999999999998,-0.0086
2.5,2.2,-0.55,-1.3181
3,2.2,-0.55,-1.1716
5.1,3.7,0.95,0.7949
3.7,4,0.95,-0.0745
4.2,3.4,0.65,-0.3377
3,3.1,0.25,-1.1236
2.8,1.9,-0.85,-1.5736
3,3,0.25,-0.7043
3.5,1.1,-1.65,-0.764
2.9,3,0.15,-0.7043
4.6,2.7,-0.0499999999999998,0.3418
3.2,2.7,-0.0499999999999998,-1.5736
3.7,2.9,0.15,-0.1514
4.6,2.4,-0.35,0.6158
4.2,3.8,1.05,-0.6585
4.7,6.8,1.95,1.8555
4.2,3.8,1.05,0.1879
2.3,1.6,-1.15,-2.441
3.3,1.9,-0.85,-1.6268
4.4,5.6,1.65,0.2898
1.8,3.1,-0.95,-0.705
1.4,1.9,-1.35,-2.2517
3.9,2.8,0.0499999999999998,-0.3377
4.2,2.9,0.15,-0.567
3.9,2.4,-0.35,-0.245
4.3,4.1,1.35,-0.1514
3.9,3.1,0.35,0.0958
5.1,3.2,0.45,0.9896
3.9,4,1.15,0.5589
6,5.6,2.85,2.6297
3.4,2.5,-0.25,-1.792
2.7,3.7,-0.0499999999999998,-1.4694
3.6,2.9,0.15,0.0886
4.6,2.7,-0.0499999999999998,0.1879
4.5,3.6,0.85,0.2385
3.6,2.4,-0.35,-0.6128
2.2,1.4,-1.35,-1.967
3.3,2.6,-0.15,-0.7961
4.8,3.8,1.05,0.2385
4.2,3.6,0.85,-0.202
3.9,2.5,-0.25,0.1879
3.9,2.1,-0.65,-0.7961
3.3,4.5,0.55,-0.4755
2.4,2.4,-0.35,-2.13
2.8,2.9,0.0499999999999998,-1.6809
3.2,1.9,-0.85,0.1652
3.1,3.7,0.35,-0.2914
3,3.3,0.25,0.4484
4.3,3.5,0.75,0.4484
3.6,2.2,-0.55,-0.5213
3.2,2.5,-0.25,-0.9818
3.9,2.9,0.15,-0.3377
2.2,2.1,-0.65,-1.8371
4,3,0.25,-0.6128
1.8,1.6,-1.15,-0.373
3.7,3.1,0.35,-0.1983
3.8,3.3,0.55,-0.4755
3.2,1.9,-0.85,-1.6268
3.3,2.2,-0.55,-0.1761
4.3,3.6,0.85,0.0398
5.1,3.6,0.85,0.9227
3.1,2.6,-0.15,-1.076
2.5,2.2,-0.55,-0.9818
4,6.1,1.25,-0.0566
4.1,2.5,-0.25,0.2898
4.5,4,1.25,-0.0566
1.5,2.5,-1.25,-2.2887
2.2,1.4,-1.35,-1.4986
3.2,1.9,-0.85,-1.8491
2.6,2.6,-0.15,-1.6809
3,3.7,0.25,-1.967
4.8,3.5,0.75,0.4484
3.1,2.4,-0.35,-0.3837
1.5,1.6,-1.25,-2.3769
3.5,2.1,-0.65,-0.8886
2.1,2.2,-0.65,-2.6405
2.9,2.2,-0.55,-1.2688
4.1,1.9,-0.85,-0.5233
3.3,3.4,0.55,-0.8423
3.6,3.2,0.45,0.0398
2.3,1.9,-0.85,-1.5212
4.1,3,0.25,0.2898
4,3.7,0.95,-0.3301
4.3,2.7,-0.0499999999999998,0.4484
3.2,2.8,0.0499999999999998,-0.7502
2.8,2.4,-0.35,-1.7158
3.6,2.4,-0.35,-1.0287
2.5,2.1,-0.65,-1.2688
5.3,3.2,0.45,1.5428
3.1,1.9,-0.85,-1.368
3.9,3.3,0.55,-0.1983
3.8,3,0.25,-0.1514
3.3,2.7,-0.0499999999999998,-1.3653
4.1,3,0.25,-0.9818
3.2,2.2,-0.55,-0.9948
3.7,3.5,0.75,-0.9818
3.1,2.2,-0.55,-0.6128
3.5,2.6,-0.15,-0.4297
3,2.5,-0.25,-1.164
3.3,3.7,0.55,-1.1716
3.5,4.5,0.75,-1.4184
2.7,2.6,-0.15,-1.6268
3.6,3,0.25,-0.6585
3.9,1.9,-0.85,-0.0086
3.2,2.8,0.0499999999999998,-1.1236
3.8,2.6,-0.15,-0.4755
4.6,2.8,0.0499999999999998,-0.7043
3,2.1,-0.65,-1.1716
4.6,3.2,0.45,-0.6128
3.8,3.3,0.55,-0.1514
4.4,3.6,0.85,0.4484
2.2,1.4,-1.35,-1.7232
2.6,0.9,-1.85,-1.2199
2.9,1.1,-1.65,-0.3976
3.9,2.5,-0.25,-0.5213
3.9,3.5,0.75,-1.0287
3.7,3.5,0.75,-0.567
2.5,2.7,-0.25,-1.8371
2.7,1.6,-1.15,-1.1716
2.6,2.6,-0.15,-1.0287
4.2,2.9,0.15,-0.0566
3.6,1.1,-1.65,-0.8423
2.8,2.6,-0.15,-1.22
4.1,3.3,0.55,-0.6585
4.2,4,1.25,0.8579
4.4,4.3,1.55,-0.2446
4,3.6,0.85,-0.245
2.6,2.1,-0.65,-0.3544
2.9,2.5,-0.25,-0.6452
4,3.1,0.35,-0.7961
4,3.1,0.35,-0.3377
3.9,3.1,0.35,-1.0287
3.2,2.9,0.15,-0.7043
2.1,2.4,-0.65,-1.0515
2.7,2.6,-0.15,-0.7502
3.7,3.1,0.35,-0.1983
3.1,1.4,-1.35,-0.9818
3.7,3,0.25,-0.5213
3.6,2.1,-0.65,-1.0287
3,2.6,-0.15,-1.3181
1.7,0.1,-2.65,-1.7232
2.7,0.9,-1.85,-1.5736
2.6,2.8,-0.15,-1.3181
2.5,2.5,-0.25,-0.9948
3.8,3.1,0.35,-0.8423
3.2,3.3,0.45,-0.7961
4.2,2.4,-0.35,-0.0086
4.1,3.6,0.85,0.7337
3.2,2.8,0.0499999999999998,-1.5212
4.9,3.2,0.45,1.5428
2.8,0.9,-1.85,-1.5124
3.2,2.4,-0.35,-0.2672
2.6,2.1,-0.65,-0.705
2.8,3.6,0.0499999999999998,-1.1716
3.1,2.5,-0.25,0.0877
3.8,3.8,1.05,-0.1983
4.5,3.2,0.45,0.138
3.9,3.8,1.05,0.9896
4.3,3.7,0.95,-0.0745
4.4,3.7,0.95,-0.1514
3.1,2.7,-0.0499999999999998,-0.8423
3.8,3.8,1.05,-0.0566
1.6,2.7,-1.15,-1.4184
4.2,2.5,-0.25,-0.0086
3.8,3.1,0.35,-0.6128
3,2.7,-0.0499999999999998,-0.6128
2.8,2.8,0.0499999999999998,-1.5736
5.1,4.1,1.35,0.4484
4.3,3,0.25,0.6158
2.9,2.2,-0.55,-1.0045
4.9,4.1,1.35,0.3418
4,4.7,1.25,-0.5029
2,2.7,-0.75,-2.13
3.2,2.5,-0.25,-1.076
3.8,3.6,0.85,0.5031
4,2.5,-0.25,-0.4297
4.3,2.9,0.15,-0.4755
3.4,3.1,0.35,-1.4694
3,2.5,-0.25,-1.9074
2.6,1.6,-1.15,-2.0112
2.9,2.5,-0.25,-0.8886
3.5,3.2,0.45,-1.1716
4,3.8,1.05,-0.4297
4.9,3.8,1.05,1.8555
3.8,2.9,0.15,-0.3837
2.2,2.8,-0.55,-1.22
4.5,4.1,1.35,-0.5907
3.6,2.8,0.0499999999999998,-0.3837
3.1,2.1,-0.65,-1.164
4,3.8,1.05,0.3946
3.3,4.9,0.55,-0.7043
1.9,2.1,-0.85,-1.78
3.2,4.3,0.45,-1.4694
3.2,2.9,0.15,-1.1716
5.2,5.6,2.45,1.7435
3.6,3.4,0.65,-1.3181
3.4,2.6,-0.15,-0.7502
4.2,4.3,1.45,0.5589
2.2,2.2,-0.55,-1.6268
3.5,4,0.75,-0.935
2.8,2.2,-0.55,-0.567
3.3,2.2,-0.55,-1.3872
4.4,3.4,0.65,0.7337
3.7,3.7,0.95,0.0398
2.5,1.9,-0.85,-1.7232
3.8,4.3,1.05,-0.5213
3,1.8,-0.95,-1.78
3.9,3.1,0.35,-0.4755
3.5,2.4,-0.35,0.1652
4,3.7,0.95,-0.3837
2.4,2.5,-0.35,-1.6268
2.3,1.6,-1.15,-3.043
4.4,2.7,-0.0499999999999998,-0.1042
2.9,2.2,-0.55,-0.1309
4.7,3.4,0.65,0.6158
2.3,2.2,-0.55,-1.792
3.6,2.7,-0.0499999999999998,-0.9818
4.7,4.5,1.75,0.3418
2.8,3.1,0.0499999999999998,-0.7043
2.8,1.9,-0.85,-0.6128
3.2,3.8,0.45,-0.8886
3,2.7,-0.0499999999999998,-1.0515
3.2,2.7,-0.0499999999999998,-0.3837
3.8,3,0.25,-0.567
3.1,2.5,-0.25,-0.7961
3.5,2.7,-0.0499999999999998,-0.4755
3.6,2.9,0.15,-0.7502
3,2.4,-0.35,-1.0287
3.1,2.5,-0.25,-0.935
2.2,2.9,-0.55,-0.1983
2.8,1.6,-1.15,-1.0287
5.3,4.1,1.35,0.7175
3.7,3.8,0.95,-0.3377
3.6,2.9,0.15,-0.635
2.8,3.5,0.0499999999999998,-1.22
3.4,3,0.25,-1.0287
2.3,2.4,-0.45,-1.8491
4.7,4.5,1.75,0.6741
3.6,2.5,-0.25,-0.2914
2.2,2.2,-0.55,-0.567
4.1,3.4,0.65,0.3418
4.5,4.9,1.75,-0.7043
2.6,1.9,-0.85,-0.5233
3,2.8,0.0499999999999998,-0.4755
2.1,2.6,-0.65,-2.1905
3.7,3.6,0.85,-0.7502
4.4,3.2,0.45,0.6741
2.8,2.4,-0.35,-1.1716
2.7,2.6,-0.15,-1.1236
4.4,3.7,0.95,-0.2914
3,1.6,-1.15,-1.3181
3.2,1.6,-1.15,-1.3181
2.7,1.9,-0.85,-1.1716
4.8,3.8,1.05,-0.0745
4.5,3,0.25,0.0886
2.3,1.4,-1.35,-0.2672
1.8,2.1,-0.95,-1.2758
2.8,2.8,0.0499999999999998,-0.7043
4,3,0.25,0.2898
2.2,2.2,-0.55,-0.8804
3.9,2.2,-0.55,-1.22
3.4,3,0.25,-0.2914
4.2,3.7,0.95,0.7337
2.6,1.6,-1.15,-1.9526
2.3,2.5,-0.45,-1.6105
3.4,1.6,-1.15,-0.2672
2,1.1,-1.65,-1.4986
1.7,1.6,-1.15,-1.8946
3.5,4,0.75,-0.7043
3.9,3.5,0.75,-1.5212
3.1,3.6,0.35,-1.076
3.1,2.4,-0.35,-0.7502
4.2,4.1,1.35,-0.117
3.9,3.1,0.35,-1.5736
4.3,3.8,1.05,0.2385
3.3,2.1,-0.65,-0.1514
4,4.9,1.25,0.0886
2.8,2.5,-0.25,-1.8371
2.9,1.1,-1.65,-1.22
4.1,2.5,-0.25,-0.1514
2.8,2.4,-0.35,-0.705
5.4,3.5,0.75,1.0651
2,1.6,-1.15,-2.0703
4.2,2.7,-0.0499999999999998,0.1319
2,2.1,-0.75,-1.8946
3.2,1.4,-1.35,-0.1514
2.3,2.4,-0.45,-1.2758
2.6,3.5,-0.15,-1.5736
3,1.6,-1.15,-0.8698
3.1,3.2,0.35,-0.8886
4.4,2.9,0.15,0.3418
4,2.2,-0.55,-0.245
3.8,3,0.25,0.0886
3.5,2.9,0.15,-1.792
2.2,2.4,-0.55,-1.8946
4.4,2.7,-0.0499999999999998,0.3418
2.7,2.2,-0.55,-1.076
2.3,1.9,-0.85,-1.7232
3.4,3.4,0.65,-0.7043
2.2,2.2,-0.55,-1.1716
3.2,1.1,-1.65,-1.8491
3.5,1.9,-0.85,-0.2914
2.5,1.6,-1.15,-1.9526
2.4,2.1,-0.65,-0.1309
3.2,2.1,-0.65,-1.076
2.3,2.4,-0.45,-0.6452
3.8,2.2,-0.55,0.0886
3,1.6,-1.15,-0.6128
3.6,2.8,0.0499999999999998,-0.6585
4.1,2.9,0.15,-0.8423
5.8,6.1,3.05,1.2837
2.6,3,-0.15,-0.4755
3.3,2.8,0.0499999999999998,-0.8423
4.7,1.9,-0.85,0.2898
2.8,2.4,-0.35,-1.1236
3.6,3.4,0.65,-1.736
3.7,2.6,-0.15,-0.5213
4.4,3.3,0.55,0.2898
4.2,2.8,0.0499999999999998,-0.1042
2.4,2.7,-0.35,-0.7043
2.9,3.6,0.15,-0.9818
3.6,3.1,0.35,-0.1594
2.6,2.2,-0.55,-2.1547
3.1,2.7,-0.0499999999999998,-0.9818
5.7,6.8,2.95,1.1307
4.7,3.2,0.45,0.2385
2.5,2.8,-0.25,-1.967
3.5,2.4,-0.35,-0.7803
3.8,1.9,-0.85,-0.4297
2.5,1.6,-1.15,-0.1983
4.3,3.2,0.45,0.5031
2.7,1.9,-0.85,-0.705
5.1,5.2,2.35,-0.4161
5.2,3.6,0.85,0.8579
4,3.4,0.65,-0.5213
4,3.2,0.45,-0.9818
4.7,3.4,0.65,0.6706
2.6,1.9,-0.85,-1.368
3.2,2.5,-0.25,0.0127
2.9,2.2,-0.55,0.3946
2.6,2.4,-0.35,-0.9378
5,2.6,-0.15,0.9594
2.4,2.1,-0.65,-1.2367
4.3,4,1.25,1.1307
2.6,1.9,-0.85,-0.8423
4.1,2.2,-0.55,-0.1042
3.7,4.3,0.95,-0.3377
4.3,3.7,0.95,-0.567
2.3,2.4,-0.45,-1.368
4.6,3.2,0.45,0.6158
2.3,1.1,-1.65,-2.13
3.9,2.9,0.15,-0.1983
3,3.1,0.25,-1.3181
3.6,4.5,0.85,-0.3837
4,2.7,-0.0499999999999998,0.3418
3.4,2.2,-0.55,-1.3181
2.6,2.2,-0.55,-1.9526
3.8,1.9,-0.85,0.6158
3.8,4.1,1.05,-0.3301
2.5,2.6,-0.25,-1.6667
3.3,2.5,-0.25,-0.6128
3.9,2.8,0.0499999999999998,-0.245
3.6,4.7,0.85,-0.3837
3.2,2.5,-0.25,-0.7043
5,3.8,1.05,0.9227
3.7,3.1,0.35,-0.3211
2.6,2.1,-0.65,-1.3315
2.3,2.4,-0.45,-1.6268
2.5,2.7,-0.25,-1.4694
3.8,2.4,-0.35,-0.9818
1.7,0.9,-1.85,-2.2517
3.6,3.8,0.85,-0.7961
4.2,1.1,-1.65,-0.1042
2.8,2.5,-0.25,-1.7158
3.3,2.5,-0.25,-0.3837
4.5,2.9,0.15,-0.1983
4.2,2.6,-0.15,0.0531
3,2.8,0.0499999999999998,-1.0287
4.3,2.8,0.0499999999999998,0.2385
3.1,2.6,-0.15,-1.4694
5.3,4.9,2.15,1.0589
3.6,2.8,0.0499999999999998,-0.9818
4,3.6,0.85,-0.0566
3.3,4.7,0.55,-0.6128
4.2,3.1,0.35,0.2898
3.3,2.1,-0.65,-0.333
4.2,4.1,1.35,0.2898
3.1,2.8,0.0499999999999998,-2.0905
3.6,1.1,-1.65,-0.935
2.9,2.6,-0.15,-0.9948
4.1,2.5,-0.25,-0.2672
2.3,2.6,-0.45,-1.6268
2.9,2.4,-0.35,-1.6105
3.5,3.5,0.75,0.0398
3.6,2.8,0.0499999999999998,-0.4297
3.1,2.4,-0.35,-0.9818
3.5,3.2,0.45,0.138
3,3.8,0.25,-0.6585
3.7,2.9,0.15,-1.2688
2.7,1.6,-1.15,-0.0601
3.5,2.4,-0.35,-1.368
2,1.9,-0.85,-2.1905
4.1,3,0.25,1.0589
3.9,2.9,0.15,-0.3837
3.3,2.1,-0.65,-0.7961
4.5,3.7,0.95,0.6158
2.1,2.4,-0.65,-1.6105
4.2,4,1.25,0.138
2.2,1.4,-1.35,-1.6667
2,2.4,-0.75,-1.4694
5.7,7.8,2.95,2.2612
2.7,2.7,-0.0499999999999998,-1.3181
2.5,4.1,-0.25,-1.736
3.5,3.5,0.75,-0.1983
2.7,2.2,-0.55,-0.935
3.5,3.2,0.45,-0.1042
4.1,2.5,-0.25,-0.1514
4,4.5,1.25,-0.567
3.7,3.3,0.55,0.2898
3.8,3,0.25,-0.567
2,0.6,-2.15,-1.78
3.1,2.6,-0.15,-1.5545
4.3,3.7,0.95,-0.5213
3.7,2.4,-0.35,-0.2914
4.8,3.6,0.85,0.1879
4.8,4.9,2.05,-0.4297
2.8,2.2,-0.55,-0.2914
4.5,2.7,-0.0499999999999998,-0.4297
4,3.7,0.95,-0.5213
3.7,1.6,-1.15,0.138
1.2,1.6,-1.55,-3.3401
4.4,3.2,0.45,-0.1983
1.8,1.9,-0.95,-1.0515
2.3,2.6,-0.45,-1.3181
3.8,3.6,0.85,-0.0086
3.6,3.3,0.55,-1.736
1.8,2.1,-0.95,-2.1905
3.2,3.4,0.45,-0.7043
5.6,5.2,2.45,0.5031
2.5,1.6,-1.15,-1.1079
2.3,2.1,-0.65,-1.4986
2.1,2.1,-0.65,-1.7232
3.3,1.6,-1.15,-0.8423
5.1,3.4,0.65,0.3946
4,3.6,0.85,-0.3377
3.5,3,0.25,-0.1983
2,2.5,-0.75,-1.9074
3.3,1.9,-0.85,-0.9818
4.6,2.7,-0.0499999999999998,-0.1514
2.8,2.4,-0.35,-1.4429
4.6,3.5,0.75,0.7337
3.2,3.4,0.45,-0.6585
4.3,2.8,0.0499999999999998,0.5031
2.3,2.2,-0.55,-1.2688
2.8,1.9,-0.85,-1.6809
3.7,2.2,-0.55,-0.6128
3.3,2.8,0.0499999999999998,-1.2688
2.2,2.1,-0.65,-1.3872
2,0.9,-1.85,-2.1905
2.3,2.2,-0.55,-1.6667
