"","y","x"
"8139",12.539601,-5.2182794
"8140",-3.7691383,100
"8142",-18.618404,-7.3621244
"8143",-8.5780983,10.748103
"8144",16.493153,46.163681
"8147",52.272724,52.793991
"8148",10.215765,26.530262
"8152",-4.5694561,20.430914
"8154",2.154562,5.9678941
"8158",-2.0537643,7.8146219
"8159",-11.118067,6.4754009
"8164",-59.081596,-84.862633
"8168",-7.1068139,3.9711208
"8171",-15.603116,18.69537
"8172",3.2027931,-4.8924594
"8173",44.801857,14.969817
"8174",91.341553,100
"8183",-13.208887,-9.5673676
"8187",3.2925696,-53.987152
"8191",-32.582787,26.942242
"8195",-16.377386,5.4311872
"8201",-6.4850836,3.2090993
"8205",-6.1421633,14.924804
"8206",-4.9924998,3.9676757
"8218",9.6655788,57.623608
"8221",16.095242,55.631214
"8231",29.558516,5.8688431
"8233",9.7871361,19.335735
"8234",7.4495792,29.627529
"8238",3.7696095,19.124662
"8242",-22.266468,-13.995337
"8246",-7.2355599,29.731083
"8247",9.1471672,2.5690465
"8249",14.324522,16.491556
"8261",-9.9380226,9.6876411
"8271",-11.816022,-30.206156
"8272",-1.4129639,27.162716
"8274",-24.179283,48.019554
"8282",-5.1194134,-12.110106
"8285",19.281218,13.596785
"8289",10.153067,-17.121077
"8291",-15.440691,-9.6056786
"8292",6.7044973,65.186417
"8295",-23.370075,55.85482
"8299",-6.5816402,-12.600136
"8301",-11.790979,-27.748755
"8303",47.144932,29.762312
"8304",4.8026114,26.296436
"8305",10.572928,22.60387
"8311",4.23806,13.782465
"8312",-1.7862678,-3.342536
"8317",-12.752029,34.172665
"8321",24.747753,-0.99220276
"8324",-48.487545,23.696173
"8327",-4.7946157,-3.2359064
"8328",-17.905689,-52.071007
"8329",-11.288372,10.936594
"8330",-14.394763,-16.103378
"8335",18.599197,-14.407256
"8337",-19.091923,-11.285156
"8338",-0.41666627,0.14928579
"8343",-14.779099,0.96102655
"8345",32.729874,-3.2800674
"8346",-10.516429,67.349075
"8353",17.495628,-4.7917008
"8354",-24.621901,8.333334
"8356",-2.5848627,-6.5408378
"8357",-2.4401455,2.4738579
"8365",38.472553,60.556721
"8367",17.200588,27.099466
"8370",26.394913,9.4011393
"8372",-2.2375226,38.685017
"8376",-11.594335,-7.757947
"8377",9.8410664,10.518321
"8378",9.4458466,26.67499
"8380",18.520578,45.914845
"8381",-10.356771,4.5177073
"8382",9.7943306,55.373676
"8383",-3.2239795,-6.6240311
"8384",11.074749,13.938343
"8386",35.756084,29.648993
"8390",-48.499359,-14.305222
"8394",-17.565113,0.09469986
"8395",-9.0252724,-1.1138588
"8399",-23.356775,-5.8106394
"8401",7.1538658,8.6853352
"8402",4.8708467,16.168186
"8405",-6.9559216,-13.843716
"8406",-7.1308079,20.697891
"8409",-33.826878,-11.411992
"8411",-28.584204,-4.2375326
"8412",0.18975437,4.8106432
"8413",59.441494,100
"8416",-6.7452164,57.302475
"8418",-6.1076822,18.947987
"8421",-26.114416,5.8823528
"8422",10.691195,4.3099046
"8425",31.753551,20.120218
"8428",0.57156086,5.7326436
"8429",1.9430965,-1.289463
"8431",8.5980654,9.3141079
"8434",21.581995,57.988728
"8435",-6.8677411,-2.4585724
"8436",-9.585434,-0.39629936
"8437",30.646732,32.681786
"8441",29.554045,85.774765
"8442",9.494194,38.682255
"8446",-12.841331,27.515844
"8447",9.4580259,22.749699
"8448",-0.21130741,7.7384501
"8449",27.266861,48.217945
"8450",8.1912193,31.797754
"8452",-14.637902,-8.0393257
"8453",-12.6239,32.273994
"8454",3.3667951,16.717831
"8455",24.75728,30.812323
"8458",13.02019,9.7840462
"8460",3.5610466,18.348621
"8462",-3.2038836,15.460006
"8463",-32.825542,-6.5713553
"8468",36.237469,-1.6393423
"8469",5.1003513,2.0982175
"8470",47.183098,67.928162
"8471",-11.200002,10.80122
"8473",6.9927096,12.330198
"8476",45.371666,38.952538
"8479",9.3900471,7.0758729
"8480",-8.5654764,-1.3401747
"8482",19.08988,-0.62835813
"8483",1.8221587,14.117148
"8486",-12.743455,7.7797771
"8488",-14.662207,-2.1003366
"8491",12.227312,35.238544
"8493",-0.84643364,-1.5625
"8494",4.6678214,52.081169
"8495",-16.465326,20.892902
"8497",-3.8977623,36.763416
"8502",2.4158745,39.682541
"8503",-12.119246,-3.2056003
"8505",73.979935,100
"8506",29.106628,34.126125
"8508",16.363636,26.973686
"8509",-1.6731024,25.694141
"8510",2.209723,-5.5385947
"8514",23.603603,89.650711
"8516",14.285716,11.548269
"8518",3.0101061,-3.6252379
"8523",3.4153013,-7.967937
"8524",25.098129,14.923075
"8527",-54.173481,-2.3009956
"8531",-0.29968619,18.839615
"8533",1.885584,15.352699
"8534",-17.716703,15.563348
"8536",16.892851,58.230148
"8537",-0.1544714,4.8392415
"8538",-5.2251072,-7.5036049
"8539",-1.2048215,-5.1118226
"8540",-41.693123,-3.5634756
"8542",23.183292,28.455547
"8543",16.286644,-13.619926
"8544",6.3604264,17.640526
"8545",25.817022,-10.120508
"8547",10.321429,18.168497
"8548",33.664349,13.375795
"8549",100,44.875507
"8551",8.6864862,-30.404354
"8562",3.5242319,100
"8566",14.357999,15.709782
"8569",26.586056,-4.5351982
"8582",-13.586673,-47.941177
"8584",-44.445549,-36.715927
"8587",10.704481,0.80808103
"8588",-28.115786,14.684593
"8589",-2.0792842,-12.687588
"8596",21.099436,-5.9528589
"8598",-14.077136,4.5039387
"8601",12.590128,35.758476
"8606",7.3786883,100
"8620",3.0947924,-46.771645
"8621",15.83742,21.958515
"8635",-12.298742,18.646231
"8637",15.414137,-0.25268495
"8638",-0.45998096,0.53323805
"8642",-21.893436,19.824881
"8648",6.0255346,9.1472359
"8652",100,18.300999
"8654",-22.535213,8.31213
"8661",-23.160559,0.94052553
"8671",15.952433,-14.975845
"8683",-23.779526,-10.835695
"8684",-5.76545,-14.029559
"8690",-13.92405,21.328577
"8691",-0.82979798,-1.5410542
"8693",-5.9678674,43.49221
"8704",-1.6241282,21.210014
"8705",-6.7563028,26.621416
"8706",4.3923111,16.355375
"8708",36.533035,-11.365664
"8710",-6.9929032,-0.97241998
"8731",20.028683,-44.13866
"8734",-19.055557,14.841851
"8740",-7.4562998,-14.678181
"8746",-14.607787,-9.7723122
"8749",1.0999531,3.1481504
"8750",-6.1822834,-1.7316043
"8757",10.746172,26.340925
"8760",-4.128149,-16.039658
"8764",45.878162,-2.0956068
"8765",8.4629984,7.6733708
"8769",-13.918206,-50.324909
"8772",46.232784,37.627319
"8781",5.4830313,-0.18703043
"8783",-17.56979,1.0100991
"8788",2.4718194,-33.347786
"8790",-34.70726,9.6194506
"8791",16.201162,-2.5153489
"8800",-3.5720496,-10.19882
"8811",-9.6112757,3.2896371
"8823",3.7836552,-8.3061008
"8830",-16.940788,-31.556404
"8836",11.929369,-52.154793
"8838",100,100
"8842",-14.113077,-14.204288
"8845",19.650656,22.615538
"8847",-19.216213,8.4175911
"8858",12.425452,-1.1133909
"8861",-2.7092724,26.558161
"8871",-0.40729344,20.035276
"8876",2.6889563,100
"8880",14.952051,3.7066073
"8892",-6.2348604,18.066629
"8893",-0.19212067,29.100883
"8894",8.1688614,36.876904
"8901",-7.6553822,1.0179877
"8911",-27.562922,7.1405292
"8927",3.7526698,30.278885
"8936",-15.311959,-1.1774331
"8937",-41.633804,-25.117985
"8947",-42.552723,-49.106655
"8949",-42.825294,-4.9113421
"8951",-19.474163,6.5698681
"8952",-36.504753,-12.124705
"8954",-40.620552,-7.7418923
"8957",-6.1197252,27.706707
"8958",-50.866745,-51.156986
"8960",-5.7575912,40.227272
"8962",1.013875,36.456535
"8964",20.752678,8.8867903
"8969",-8.9840088,3.0778317
"8981",7.6605263,5.5175066
"8982",4.8412323,7.5931401
"8986",-1.5950233,-17.151569
"8987",-18.250443,-8.8374853
"8989",2.5263815,-13.792595
"8990",13.211786,30.124119
"8992",-27.901777,-4.413888
"8993",-10.250672,-24.977716
"8995",-28.842426,-27.146873
"9014",-8.8588505,-23.704248
"9016",3.4561424,7.5493903
"9018",-22.325018,23.294617
"9019",-36.973976,8.4732208
"9020",13.41077,-24.91819
"9021",12.951806,14.047829
"9022",15.832996,-0.37275851
"9024",-5.0331206,1.7072231
"9029",-2.315402,-21.355694
"9030",-22.045513,-7.1905017
"9034",-5.9820709,58.893002
"9036",-10.135505,4.0325074
"9037",43.973579,27.605116
"9040",28.502962,15.058637
"9043",4.7408433,0.52794516
"9046",-33.890781,-17.53244
"9047",6.5079956,-8.6869478
"9048",0.28608441,-14.198139
"9053",28.781246,54.470016
"9056",11.347622,-4.2542429
"9058",-12.156606,20.267878
"9065",-8.9657307,-7.275805
"9067",9.2060061,11.625326
"9068",-7.4922085,30.035969
"9072",0.13284981,14.055702
"9075",4.176095,6.9746971
"9076",-5.2087812,25.095055
"9080",17.790758,16.337523
"9082",34.5364,31.007868
"9085",7.571137,50.458347
"9088",41.675735,21.780209
"9091",8.9064007,-11.033273
"9098",-1.1315197,30.424643
"9103",2.8977871,32.941902
"9104",-0.41821301,32.841934
"9106",-19.616079,0.50370991
"9112",2.4662642,-2.7850568
"9115",8.4351387,9.3609543
"9116",4.0634274,11.289963
"9119",-52.03368,-5.2221656
"9122",19.612095,14.18995
"9123",6.845057,28.331327
"9125",-1.5993983,-0.90539753
"9126",1.8359154,1.7501503
"9129",5.2076459,33.158356
"9137",12.149533,26.814518
"9138",-5.716434,-13.244783
"9141",-20.978439,-2.3191094
"9144",29.288843,40.68716
"9147",-12.744477,-5.8782101
"9149",43.486591,19.895014
"9153",13.556436,10.184121
"9159",-1.6539335,50.14386
"9165",-14.187488,0.49602985
"9166",-6.0854168,28.724501
"9170",-1.2372971,47.8083
"9173",-45.752228,3.7237108
"9177",6.8134904,21.331692
"9179",22.027475,-5.902153
"9186",-10.538494,-7.7078223
"9199",-24.861454,-2.382195
"9201",7.166481,-8.4023685
"9203",-16.922802,-11.457172
"9206",-5.8391452,-28.923252
"9208",-5.9497833,-41.988396
"9211",19.786974,-41.835613
"9212",-15.090593,25.536194
"9219",13.101059,-16.348871
"9223",-21.677765,-3.2339902
"9228",-5.23597,-18.608215
"9229",100,48.949783
"9235",-1.4419317,-22.303474
"9244",-18.362417,12.406116
"9245",29.360044,-13.17468
"9246",-22.990463,18.615528
"9248",-16.908777,-30.756351
"9249",12.648028,-1.4009476
"9250",-33.110619,39.010056
"9257",10.002577,-2.4146557
"9258",-20.415155,11.647499
"9270",100,12.791574
"9274",10.265294,4.928246
"9275",5.7652922,19.563461
"9277",-9.116313,19.975149
"9278",-0.60524642,-0.059208274
"9279",18.301981,58.37059
"9280",-8.1301899,30.315039
"9281",-4.4227304,2.2211373
"9282",-10.806039,12.564158
"9283",5.115509,7.1895452
"9284",-3.7706733,-7.9721541
"9285",5.9449673,-2.0204484
"9286",-13.415543,9.7511082
"9287",-32.483719,0.41368902
"9291",-20.915178,4.4331403
"9293",3.6349058,-6.2853007
"9294",7.7578039,-4.0433226
"9295",-9.1233282,-17.88282
"9297",7.121882,0.29962361
"9298",-38.182198,-4.8369884
"9299",2.6855588,21.927256
"9300",-7.7167006,16.55761
"9301",-5.5167913,8.4270954
"9302",-19.602135,16.962799
"9303",-11.137303,1.40163
"9304",18.81646,14.987954
"9305",-25.075298,6.9595456
"9307",-22.316042,-4.9303293
"9308",18.214842,7.4960113
"9310",-9.079978,-7.4027629
"9312",-4.8812656,-4.4321327
"9318",-10.169495,2.4880528
"9321",-9.090909,-7.6679854
"9325",-6.6275687,-16.343822
"9327",22.082874,-7.0669322
"9328",-16.795692,17.797258
"9329",-15.629225,52.476978
"9332",4.1902633,2.8571458
"9334",-25.513966,-26.975107
"9336",-22.294939,-18.923145
"9337",-4.5128613,13.523131
"9340",-52.62077,-24.155191
"9344",8.4555149,-2.5449901
"9345",-27.289015,-39.863647
"9346",-37.744576,0.25550425
"9347",1.0354221,1.477024
"9350",0.88491142,-13.262325
"9353",-1.6314477,-2.4982424
"9355",15.991092,13.352683
"9356",-11.905277,21.900908
"9357",-50.392883,-10.415663
"9359",1.6949177,-10.115239
"9361",0.3412962,4.8726978
"9362",27.156506,13.392011
"9363",-17.673578,7.8145714
"9364",0.33955872,0.35160482
"9366",-10.011003,1.4479637
"9367",-19.257322,17.952391
"9368",-7.4392171,1.363638
"9370",5.2873044,-4.3135853
"9371",-8.1734772,2.975419
"9373",0.24681389,45.231152
"9375",10.7171,-18.058577
"9380",-9.2940245,-8.8872318
"9382",0.79840422,-16.733603
"9383",-9.6841011,17.855385
"9384",-0.09752512,7.1541548
"9386",2.7733474,-14.093098
"9387",-5.2729845,-10.325432
"9389",-13.307905,-20.677364
"9393",-13.633495,18.57901
"9397",-6.742105,8.4008541
"9398",6.4538507,4.7603278
"9401",-34.208073,-7.4464054
"9404",-5.5306435,4.320559
"9405",5.2091002,22.585634
"9406",100,-0.49505234
"9407",-25.224298,7.4847937
"9408",-11.02595,7.1026382
"9409",-5.5928411,20.082527
"9410",6.0606031,7.9975219
"9411",6.9695978,-16.15831
"9415",10.245904,-11.279586
"9416",-23.884403,1.8693566
"9418",5.9066176,-3.137964
"9419",-0.76045692,-5.5555582
"9420",15.026697,9.6637163
"9422",16.643867,-4.3334904
"9423",-65.809891,-18.873852
"9424",2.1003902,8.5365353
"9426",-5.4545431,21.019611
"9430",-4.9898176,7.0374341
"9432",9.2875328,-0.25112927
"9433",21.636116,-4.3292942
"9434",-16.443073,3.8756371
"9435",-1.8143028,12.343827
"9437",-11.724985,-7.2592316
"9440",0.42175055,13.896256
"9442",-15.084681,-7.3770466
"9444",-24.854103,-22.593353
"9446",-1.7999798,-1.545167
"9448",-22.546703,23.762899
"9450",5.5082321,35.275425
"9452",12.237617,36.738876
"9455",-2.6310027,1.6651928
"9458",-9.9025135,18.729866
"9459",0.49889386,-0.9536773
"9460",-17.679718,-23.090029
"9461",-4.112494,-16.09708
"9462",-16.076031,16.432226
"9464",5.2652001,-2.7626514
"9465",-16.951519,-11.94278
"9467",-23.771595,-0.36382675
"9469",12.638891,1.1453122
"9470",-47.767162,-37.191097
"9473",3.0231209,-17.911228
"9474",-5.3962083,2.2570701
"9475",100,20.240238
"9477",-5.8646622,18.263092
"9478",-2.1659164,5.8037548
"9480",-11.259749,4.5115619
"9482",-3.1988025,-1.9480497
"9484",-52.08643,55.409622
"9485",-7.5532584,0.98444223
"9488",2.4469943,11.031527
"9489",-23.613966,-11.291486
"9490",1.4925361,-14.444807
"9491",-3.5886049,-12.069678
"9492",-1.1907011,-1.7547458
"9495",17.637135,100
"9496",-7.8021169,9.3209381
"9497",-11.097363,-13.427723
"9498",4.7239361,13.051939
"9500",18.910006,-8.8735371
"9501",4.3918939,7.7829123
"9502",5.7629137,11.206898
"9504",-11.782122,1.6497016
"9506",2.3434162,11.863023
"9507",-3.7277162,0.9563148
"9508",8.2381248,-13.004947
"9509",11.392403,35.088558
"9510",-2.4500937,-6.3335657
"9512",37.516689,23.610111
"9513",-13.695654,-10.077521
"9514",-7.9022527,14.662939
"9515",-8.1665754,-7.7024221
"9517",-2.0332723,-7.6370506
"9520",-10.77174,5.6828618
"9521",5.2548766,4.715127
"9522",100,29.65616
"9523",-0.23094416,-3.7073822
"9524",12.590801,8.194232
"9525",-3.6085904,-3.3129394
"9527",2.178812,-10.320032
"9531",21.200546,12.526428
"9532",35.321972,32.975086
"9533",-0.88626146,-9.1875467
"9534",-7.2906613,-21.877029
"9535",-11.394015,5.0688386
"9536",-2.145642,-1.19946
"9537",100,34
"9538",3.5019426,-0.84033906
"9539",-12.359169,0.7057935
"9540",10.650548,-15.671203
"9541",25.021795,10.770538
"9543",7.202384,-7.5437994
"9544",-25.761456,25.455574
"9545",17.166496,-1.8564969
"9546",-5.9907823,2.2024484
"9550",23.833128,11.390838
"9551",-20.163614,10.863969
"9552",-4.9758105,-2.5940804
"9553",-9.4170418,-18.043783
"9554",-22.307438,4.1495085
"9556",-43.767784,-17.031633
"9558",-20.942389,4.9778104
"9560",-23.607267,-10.56484
"9561",-5.5858612,-1.3229996
"9562",-20.713699,16.080177
"9563",-6.1652303,45.848103
"9565",-16.474426,2.9397607
"9567",24.250212,10.25641
"9568",-36.910091,2.4099798
"9569",-3.2315969,29.054054
"9570",16.277424,-6.7000003
"9575",-1.7557263,-18.227396
"9577",-5.3012042,63.692738
"9580",-13.386798,-22.647631
"9581",-13.079366,-17.600859
"9582",25.309715,30.188677
"9584",-1.2440205,15.311825
"9585",-19.444221,-7.8955979
"9587",-15.360888,-19.602108
"9588",16.812229,12.347451
"9592",1.8546343,-2.0428033
"9593",-5.8096409,-11.028632
"9594",11.57538,-2.5320053
"9595",9.6636086,13.649678
"9596",-16.868162,-14.237478
"9602",-0.099503994,16.518847
"9605",-1.8220782,100
"9606",-21.633595,7.1063519
"9607",-2.0108552,15.693429
"9608",60.091137,23.00865
"9616",-9.6820116,1.604858
"9617",-3.0444055,7.9767227
"9618",24.826494,13.896009
"9619",100,6.2719288
"9620",18.481699,22.535789
"9621",-11.605003,-20.43668
"9623",-31.924259,-0.097894669
"9627",-5.6327701,12.342178
"9632",4.576272,-5.9393735
"9634",-6.0081096,-3.4748614
"9636",-11.596859,2.6307285
"9637",32.44783,4.633841
"9638",-22.439005,3.8269162
"9639",-8.771348,-2.4601758
"9644",-0.61523914,-2.0400524
"9649",-19.247822,5.2525578
"9650",-6.1786175,15.795621
"9653",4.9340487,0.52961111
"9654",-1.8014222,-2.0408154
"9655",2.3589253,-1.8358141
"9656",-13.723219,46.822155
"9657",-1.355806,-2.2222252
"9658",2.4731159,100
"9659",-33.193577,7.015264
"9661",30.416668,75.961067
"9663",-7.3628397,19.296503
"9664",-16.607538,23.408676
"9665",-3.3973277,-5.4485111
"9666",10.51284,24.360067
"9669",-0.53415,7.8869343
"9670",4.0456681,-8.5362883
"9671",8.9804764,-1.5576333
"9672",-35.886402,7.636538
"9675",-40.71096,4.6529713
"9676",-1.4608741,-1.2266725
"9679",-1.5452534,23.681377
"9680",-8.7852478,-2.9666276
"9681",21.283564,26.047907
"9683",14.858145,65.473328
"9684",-32.810555,-57.072918
"9685",-10.729277,-4.4849305
"9686",-16.705751,7.8314872
"9687",-5.3026767,10.356533
"9688",4.1516991,11.915791
"9689",7.2519064,-12.686786
"9690",-25.647057,17.26685
"9692",6.7415714,9.7282619
"9693",-13.214991,-13.683224
"9695",-26.992559,-22.851921
"9697",0.55983067,38.337257
"9699",6.6424966,-16.765285
"9700",10.539213,-7.9801679
"9701",8.9376688,59.565651
"9702",-19.282351,0.63844025
"9706",11.142603,-4.2961063
"9710",-12.231246,8.346653
"9711",8.7585955,-5.9359016
"9715",14.468631,37.717773
"9716",5.3590298,-16.448318
"9717",-55.677353,-1.0025322
"9718",100,9.6221685
"9719",-5.8717251,-27.828239
"9720",4.9188018,-19.202959
"9721",15.013826,53.255154
"9722",-5.9448929,-1.7972708
"9723",-22.327879,-14.357141
"9724",7.4887037,25.156668
"9726",8.3813515,10.282403
"9727",-17.440224,-47.27026
"9728",-11.381567,-11.070863
"9731",-0.73235929,-6.137866
"9732",-11.128965,-4.0935664
"9734",-19.485844,-0.84839463
"9737",-15.143371,-9.6938763
"9738",-30.29586,-4.677206
"9740",16.353622,-2.8202085
"9741",-13.053476,13.542724
"9742",-15.692049,-4.7274499
"9744",4.7699718,-11.917996
"9745",-16.915527,8.0461502
"9747",-11.43092,-1.3989359
"9749",1.980716,14.323319
"9756",-2.6156962,3.5910459
"9758",-0.66730082,100
"9759",-11.909795,3.1484246
"9761",1.6717911,-14.804907
"9762",9.4704657,-4.2296052
"9765",-2.5879204,-9.6221294
"9766",-1.8185943,-4.9061031
"9770",-9.7873659,-4.8468499
"9771",15.105164,31.034481
"9774",10.205332,-5.0293207
"9776",6.9494963,4.2669058
"9777",-18.95859,100
"9779",4.5630455,27.678463
"9782",100,7.0781918
"9783",31.417374,19.278467
"9784",-3.6459417,-5.7811141
"9786",-21.414042,-6.0998173
"9787",-1.1767358,-0.96571445
"9788",-11.406342,17.02236
"9791",10.886174,13.794125
"9793",26.493666,56.743622
"9794",-7.0896297,-17.389784
"9795",-2.8355865,-8.4656086
"9796",6.0190082,-2.6128292
"9797",18.200836,50.561058
"9799",-16.530184,32.329174
"9800",-1.0058671,-12.534597
"9803",-4.9086781,32.945736
"9805",-1.9785821,-40.204163
"9806",3.7113428,27.024925
"9807",-13.080803,9.2354927
"9808",100,77.64653
"9809",4.7420979,9.9594383
"9811",-15.360745,8.6222467
"9812",9.0043306,-0.7119149
"9814",-0.60415864,4.0763168
"9816",-20.944178,0.41745901
"9819",-4.1673541,8.4909048
"9820",-33.007427,2.8184981
"9823",-6.1011882,28.794544
"9824",-7.659337,1.0461539
"9827",-9.6905556,1.1738807
"9828",9.1830969,5.3949924
"9829",-6.4353676,9.8583403
"9830",23.207697,-14.170328
"9831",-42.699356,-39.002998
"9832",10.205793,9.1001511
"9833",21.202347,-9.2001829
"9836",-10.838723,6.5120845
"9837",19.734993,-8.8552179
"9839",-27.022898,-26.371149
"9841",-6.6620054,3.7109704
"9842",-3.544271,8.1967239
"9846",-2.98734,10.941231
"9848",-3.7531824,4.5858264
"9849",19.261213,100
"9850",-8.5622902,35.057648
"9851",4.327178,1.3513505
"9852",-28.684313,-14.351556
"9854",-7.5639009,15.741268
"9855",2.2163777,5.9835196
"9857",-1.9679397,-8.2485046
"9858",1.3263434,-9.9812937
"9859",1.8707275,-6.5773129
"9862",1.4546245,-12.15736
"9863",5.0510883,17.540573
"9864",-10.420903,-7.8854589
"9866",18.195858,0.18170774
"9869",-2.3228793,34.598995
"9870",-34.499573,-9.0715351
"9874",-11.971581,18.962795
"9876",-1.4557064,-6.9761486
"9877",-1.9267797,8.8581676
"9878",-12.832928,11.751803
"9880",-10.790944,-6.7419348
"9884",-6.4989538,5.2600832
"9886",41.826591,27.630234
"9891",-11.615583,-2.5986552
"9892",-14.287758,-6.4690442
"9893",-1.0275126,0
"9895",-8.1758499,0.41442811
"9898",11.812962,-24.381918
"9901",10.839161,8.5177746
"9902",43.765282,18.875504
"9903",-6.6471906,-1.4059782
"9907",-24.066687,-7.1726351
"9908",6.2010169,8.3905191
"9909",-2.5336504,14.398
"9911",10.477686,-9.7974215
"9913",0.94408095,11.948717
"9914",-1.7683983,100
"9915",-24.040831,-3.8963258
"9916",-7.6271176,0.23418963
"9917",43.168236,29.112213
"9918",6.9189401,9.4703913
"9924",-15.566751,-9.0620012
"9925",-7.3922725,7.6866241
"9926",-6.3468785,100
"9927",7.7155323,-35.023739
"9929",4.7238708,10.223675
"9930",0.27076006,-2.9964447
"9932",-32.499107,-17.842325
"9933",30.628368,-4.5842528
"9942",-20.320583,7.10254
"9945",-4.0845752,16.633856
"9946",1.4614582,-6.6185446
"9949",6.530395,11.511514
"9950",100,-1.4824241
"9952",-8.4021654,-9.0090065
"9953",-12.030638,-0.30654669
"9955",-1.1003494,-7.1869493
"9958",12.704123,-1.8079787
"9961",-3.5545735,12.19145
"9963",20.878952,16.590464
"9964",1.855582,-13.210785
"9965",30.444952,40.798119
"9966",8.8636074,-7.7993302
"9967",2.4456501,0.67470968
"9969",-6.9996567,6.88836
"9973",6.5813541,6.6385655
"9974",-19.415178,-19.990517
"9976",-8.9363489,18.809732
"9977",-12.195122,1.7846137
"9979",9.0196104,0.51364303
"9980",8.5498571,34.021919
"9982",9.1513577,13.845262
"9985",1.8354058,-5.2764325
"9986",-3.0582309,13.091716
"9991",-4.5848846,8.6751852
"9992",7.2768598,-4.803997
"9993",1.140064,-2.5736749
"9996",18.244148,-3.2238812
"9997",-8.2599459,3.3335149
"9998",5.937016,48.997135
"10000",-13.329124,9.1358032
"10001",21.641251,-8.6850643
"10002",0.28539896,-2.6686549
"10004",-4.7836809,15.437325
"10005",-16.164658,5.0021024
"10007",-1.0591358,13.736611
"10009",-8.9832935,74.499161
"10014",100,2.6961775
"10015",-8.3557968,0.77399313
"10016",-8.5721607,-14.652205
"10019",-17.217684,-48.367119
"10028",4.5681982,-4.9611807
"10030",10.94025,4.5840411
"10032",-29.804134,-20.10144
"10033",-8.4006462,17.251106
"10035",9.2707043,100
"10037",-34.643044,-0.58799088
"10039",-2.5481014,4.883337
"10049",3.9895713,10.36062
"10050",-9.4872837,-21.783438
"10053",-5.4462404,11.52128
"10054",8.5012283,22.573364
"10058",-2.5893955,-16.160763
"10068",8.3473206,13.608533
"10069",-3.451827,4.838264
"10081",-2.8576584,6.6973834
"10084",-2.4524002,24.313498
"10089",15.097237,21.227491
"10102",-3.9007573,3.1403332
"10104",-41.78503,-12.149319
"10105",-6.2427044,-22.514894
"10109",-22.813086,12.243568
"10113",28.138435,16.69352
"10119",-8.3647575,-33.858871
"10120",-40.405464,50.507175
"10122",-8.1580276,-4.0208907
"10123",100,11.924791
"10132",3.4999995,-4.9225688
"10134",-27.906731,26.556705
"10137",-59.086388,-1.884082
"10138",-21.306208,-15.849534
"10144",-5.2380948,10.184911
"10145",15.715364,-16.587587
"10146",-10.2501,100
"10147",23.688082,26.042233
"10148",5.4351954,11.742979
"10152",35.738941,30.260382
"10155",-4.80828,7.2667747
"10159",21.742216,-23.999697
"10162",-14.871836,-15.639051
"10167",-42.715897,-17.279724
"10169",1.8114448,53.624535
"10171",-40.003323,19.03751
"10178",-60.18663,-32.04097
"10179",4.9550953,-26.875771
"10182",-6.7468972,-15.909457
"10185",-36.520885,24.719912
"10192",-10.839028,13.598192
"10195",-5.8448048,-9.9679499
"10200",-3.8789749,14.679488
"10202",-14.264232,9.7508106
"10203",-7.9607697,-13.320428
"10206",-9.3180742,22.144875
"10213",-10.418376,42.968437
"10217",-11.089173,-4.5834837
"10218",-13.478258,-13.433737
"10219",-22.083075,-32.252495
"10222",-2.2377312,-10.95415
"10223",6.1349721,31.518877
"10225",-48.000824,13.374102
"10226",-42.218685,-23.537022
"10227",12.637711,-11.542138
"10228",22.818926,-1.2931019
"10229",-14.534163,-44.878323
"10232",-6.5811129,23.726479
"10234",-24.967871,-43.278946
"10237",-20.473875,6.5340905
"10244",-13.98668,15.633282
"10245",45.009563,54.031181
"10253",3.4965038,32.321953
"10254",-13.058647,-10.080942
"10258",2.8542309,-17.20542
"10259",-12.922433,-46.483158
"10260",-17.318436,-24.982265
"10266",-9.6888571,-36.382847
"10267",-45.371731,15.000621
"10268",-10.136697,35.874722
"10269",5.9539914,4.2705984
"10271",11.320755,-18.459797
"10280",14.759731,-7.7771006
"10287",-34.381176,20.353142
"10295",0,-4.2604089
"10297",-8.5068703,-45.411442
"10299",6.5401735,-15.08072
"10300",-26.48452,1.6066223
"10301",-3.9260983,100
"10303",-3.2971025,-20.862202
"10305",-0.13853014,7.9045086
"10306",-15.713364,-9.5300083
"10307",-6.9124789,-2.6604295
"10315",-15.807343,12.464705
"10317",-18.416449,2.2583814
"10318",-1.7964095,-4.2987676
"10321",-3.5564036,-27.980337
"10324",-17.984575,-15.167093
"10327",-29.977911,-17.174837
"10329",1.5339792,30.176167
"10333",-40.415226,-67.342979
"10334",-14.285716,-24.930361
"10335",-5.5463791,-19.579426
"10336",-30.214458,-67.061249
"10338",-14.767076,11.204952
"10342",-38.182831,3.360337
"10344",18.452608,22.504726
"10346",-30.057621,4.3600292
"10347",-33.651016,3.6284447
"10353",-26.36973,-16.690054
"10355",-19.635084,24.742477
"10359",4.7553272,-17.663618
"10361",-37.46064,-10.493326
"10362",43.527618,100
"10364",14.685286,63.777267
"10366",-43.083576,-32.114471
"10367",10.0216,11.693001
"10372",39.485462,-4.1490259
"10379",-12.051055,18.997911
"10383",-9.137785,40.071995
"10386",-5.2649827,3.6540866
"10388",-8.6168795,13.991034
"10389",-20.332462,44.018925
"10395",-21.230129,-35.545887
"10396",1.7713398,19.526382
"10397",8.6449118,9.8387718
